matra,frequency
ा,0.3893249607535322
ि,0.06593406593406594
ी,0.0565149136577708
ु,0.05572998430141287
ू,0.07456828885400314
े,0.10047095761381476
ै,0.09576138147566719
ो,0.1357927786499215
ौ,0.0015698587127158557
ं,0.02197802197802198
ः,0.0
ँ,0.002354788069073783
ृ,0.0
