vyanjan,frequency
क,0.16339869281045752
ख,0.0
ग,0.0
घ,0.0
ङ,0.0
च,0.0
छ,0.0
ज,0.00980392156862745
झ,0.0
ञ,0.0
ट,0.03594771241830065
ठ,0.0
ड,0.2222222222222222
ढ,0.0
ण,0.0
त,0.17320261437908496
थ,0.0
द,0.0
ध,0.0
न,0.16666666666666666
प,0.006535947712418301
फ,0.0032679738562091504
ब,0.03594771241830065
भ,0.00980392156862745
म,0.00980392156862745
य,0.026143790849673203
र,0.08823529411764706
ल,0.029411764705882353
व,0.006535947712418301
श,0.0
ष,0.0
स,0.013071895424836602
ह,0.0
