vyanjan,frequency
क,0.10344827586206896
ख,0.0
ग,0.017241379310344827
घ,0.0
ङ,0.0
च,0.0
छ,0.0
ज,0.0
झ,0.0
ञ,0.0
ट,0.02586206896551724
ठ,0.0
ड,0.017241379310344827
ढ,0.0
ण,0.008620689655172414
त,0.27586206896551724
थ,0.0
द,0.008620689655172414
ध,0.0
न,0.017241379310344827
प,0.05172413793103448
फ,0.0
ब,0.0
भ,0.0
म,0.034482758620689655
य,0.0
र,0.017241379310344827
ल,0.1896551724137931
व,0.008620689655172414
श,0.0
ष,0.0
स,0.22413793103448276
ह,0.0
