matra,frequency,probability
ा,9592.0,0.669692103609579
ि,47.0,0.0032814354534664524
ी,71.0,0.004957062068002513
ु,419.0,0.029253647978775395
ू,794.0,0.05543531383090135
े,1106.0,0.07721845981987013
ै,0.0,0.0
ो,2099.0,0.14654751099629965
ौ,35.0,0.002443622146198422
ं,159.0,0.011101026321301404
ः,1.0,6.981777560566921e-05
ँ,0.0,0.0
ृ,0.0,0.0
