word,frequency,probability
बेहद,79,0.0004195321420036643
सोमवार,79,0.0004195321420036643
नेताओं,79,0.0004195321420036643
होना,78,0.0004142216085605799
याचिका,78,0.0004142216085605799
हमें,78,0.0004142216085605799
नई,77,0.00040891107511749553
भाई,77,0.00040891107511749553
अदालत,77,0.00040891107511749553
उनसे,77,0.00040891107511749553
नंबर,77,0.00040891107511749553
शाह,77,0.00040891107511749553
बेटे,77,0.00040891107511749553
पहुंच,76,0.0004036005416744112
बैंक,76,0.0004036005416744112
युवक,76,0.0004036005416744112
कहानी,76,0.0004036005416744112
चलते,76,0.0004036005416744112
पंजाब,75,0.00039829000823132684
जाना,75,0.00039829000823132684
होगा,75,0.00039829000823132684
मिला,75,0.00039829000823132684
कदम,75,0.00039829000823132684
जिससे,75,0.00039829000823132684
तैयार,74,0.0003929794747882425
दावा,74,0.0003929794747882425
सब,74,0.0003929794747882425
चीन,74,0.0003929794747882425
बजे,74,0.0003929794747882425
संगठन,74,0.0003929794747882425
मौके,74,0.0003929794747882425
वोट,73,0.0003876689413451581
अमित,73,0.0003876689413451581
करें,72,0.0003823584079020738
कहते,72,0.0003823584079020738
हजार,72,0.0003823584079020738
लगता,72,0.0003823584079020738
शनिवार,72,0.0003823584079020738
यानी,72,0.0003823584079020738
पति,72,0.0003823584079020738
यही,72,0.0003823584079020738
अलग,71,0.0003770478744589894
सांसद,71,0.0003770478744589894
समेत,71,0.0003770478744589894
फेसबुक,71,0.0003770478744589894
बैठक,71,0.0003770478744589894
बातचीत,70,0.00037173734101590504
अली,70,0.00037173734101590504
कुल,70,0.00037173734101590504
हमारे,70,0.00037173734101590504
देशों,70,0.00037173734101590504
तय,70,0.00037173734101590504
हूं,70,0.00037173734101590504
अभियान,70,0.00037173734101590504
कह,68,0.00036111627412973636
कैसे,68,0.00036111627412973636
बनाया,68,0.00036111627412973636
सीमा,68,0.00036111627412973636
कानून,67,0.000355805740686652
गौरतलब,67,0.000355805740686652
सीबीआई,67,0.000355805740686652
शहर,67,0.000355805740686652
जिंदगी,66,0.0003504952072435676
जान,66,0.0003504952072435676
शुरुआत,66,0.0003504952072435676
चाहिए,65,0.00034518467380048324
योजना,65,0.00034518467380048324
पद,65,0.00034518467380048324
कार,65,0.00034518467380048324
शाहरुख,65,0.00034518467380048324
चला,65,0.00034518467380048324
लगे,65,0.00034518467380048324
नए,65,0.00034518467380048324
विदेश,64,0.0003398741403573989
वालों,64,0.0003398741403573989
बुधवार,63,0.00033456360691431456
रहते,63,0.00033456360691431456
जून,63,0.00033456360691431456
वायरल,63,0.00033456360691431456
देखा,63,0.00033456360691431456
अगले,63,0.00033456360691431456
दूर,63,0.00033456360691431456
फिलहाल,62,0.0003292530734712302
अधिक,62,0.0003292530734712302
विभाग,62,0.0003292530734712302
पूछताछ,62,0.0003292530734712302
पैसे,62,0.0003292530734712302
फरार,62,0.0003292530734712302
गुजरात,62,0.0003292530734712302
रविवार,61,0.0003239425400281458
नवंबर,60,0.00031863200658506144
संबंध,60,0.00031863200658506144
सूचना,60,0.00031863200658506144
अंजाम,60,0.00031863200658506144
अहम,60,0.00031863200658506144
बस,60,0.00031863200658506144
अंदर,59,0.0003133214731419771
देना,59,0.0003133214731419771
तरीके,59,0.0003133214731419771
करण,58,0.00030801093969889276
शाम,58,0.00030801093969889276
मार,58,0.00030801093969889276
देखते,58,0.00030801093969889276
फैसले,58,0.00030801093969889276
संजय,58,0.00030801093969889276
रखने,58,0.00030801093969889276
मिले,57,0.0003027004062558084
देखने,57,0.0003027004062558084
गोली,57,0.0003027004062558084
पानी,57,0.0003027004062558084
बताते,56,0.000297389872812724
हमेशा,56,0.000297389872812724
नया,56,0.000297389872812724
खुलासा,56,0.000297389872812724
मौका,56,0.000297389872812724
कपिल,56,0.000297389872812724
विवाद,56,0.000297389872812724
अखिलेश,56,0.000297389872812724
हिंसा,56,0.000297389872812724
उससे,55,0.0002920793393696397
संसद,55,0.0002920793393696397
पहचान,55,0.0002920793393696397
वारदात,55,0.0002920793393696397
पेश,55,0.0002920793393696397
निशाना,55,0.0002920793393696397
छह,55,0.0002920793393696397
बने,55,0.0002920793393696397
बनने,55,0.0002920793393696397
वापस,55,0.0002920793393696397
इतना,54,0.0002867688059265553
चाहती,54,0.0002867688059265553
दिसंबर,54,0.0002867688059265553
कराया,54,0.0002867688059265553
लागू,54,0.0002867688059265553
सीएम,54,0.0002867688059265553
देख,54,0.0002867688059265553
सरकारी,54,0.0002867688059265553
बनाए,54,0.0002867688059265553
वायरस,54,0.0002867688059265553
देर,53,0.00028145827248347095
जरूरी,53,0.00028145827248347095
आधार,53,0.00028145827248347095
शव,53,0.00028145827248347095
आदमी,53,0.00028145827248347095
लगभग,53,0.00028145827248347095
मैच,52,0.0002761477390403866
लगाने,52,0.0002761477390403866
गंभीर,52,0.0002761477390403866
जुलाई,52,0.0002761477390403866
आखिरी,52,0.0002761477390403866
बाकी,52,0.0002761477390403866
साबित,52,0.0002761477390403866
सही,52,0.0002761477390403866
अपील,51,0.00027083720559730227
केवल,51,0.00027083720559730227
बरामद,51,0.00027083720559730227
थाने,51,0.00027083720559730227
कराने,51,0.00027083720559730227
ताकि,51,0.00027083720559730227
किताब,51,0.00027083720559730227
जी,50,0.0002655266721542179
गठबंधन,50,0.0002655266721542179
ठीक,50,0.0002655266721542179
चीनी,50,0.0002655266721542179
हासिल,50,0.0002655266721542179
लगाई,50,0.0002655266721542179
सीटों,50,0.0002655266721542179
दाखिल,49,0.0002602161387111335
आपके,49,0.0002602161387111335
सहित,49,0.0002602161387111335
हाई,49,0.0002602161387111335
देकर,49,0.0002602161387111335
अहमद,49,0.0002602161387111335
धमकी,49,0.0002602161387111335
हमारी,49,0.0002602161387111335
दरअसल,48,0.00025490560526804915
पटना,48,0.00025490560526804915
आलिया,48,0.00025490560526804915
घोषणा,48,0.00025490560526804915
उसी,48,0.00025490560526804915
गृह,48,0.00025490560526804915
पहला,47,0.00024959507182496484
तथा,47,0.00024959507182496484
रोल,47,0.00024959507182496484
खेल,47,0.00024959507182496484
पूछा,47,0.00024959507182496484
फोटो,47,0.00024959507182496484
रहती,46,0.00024428453838188047
नीतीश,46,0.00024428453838188047
निधन,46,0.00024428453838188047
रह,46,0.00024428453838188047
बावजूद,46,0.00024428453838188047
विकास,46,0.00024428453838188047
बिना,46,0.00024428453838188047
मिलकर,46,0.00024428453838188047
मजबूत,46,0.00024428453838188047
दिवस,46,0.00024428453838188047
कीमत,46,0.00024428453838188047
मैंने,45,0.0002389740049387961
साजिश,45,0.0002389740049387961
सीरीज,45,0.0002389740049387961
आते,45,0.0002389740049387961
मेरी,45,0.0002389740049387961
तेज,45,0.0002389740049387961
तुरंत,45,0.0002389740049387961
लगी,45,0.0002389740049387961
अनुसार,45,0.0002389740049387961
जिसे,45,0.0002389740049387961
समाज,45,0.0002389740049387961
टीवी,45,0.0002389740049387961
महज,44,0.00023366347149571175
रैली,44,0.00023366347149571175
गलत,44,0.00023366347149571175
तमाम,44,0.00023366347149571175
तैयारी,44,0.00023366347149571175
मई,44,0.00023366347149571175
सामना,44,0.00023366347149571175
विकेट,44,0.00023366347149571175
तंजील,44,0.00023366347149571175
सात,44,0.00023366347149571175
होटल,44,0.00023366347149571175
विमान,44,0.00023366347149571175
बीमारी,43,0.00022835293805262738
शिकार,43,0.00022835293805262738
जाकर,43,0.00022835293805262738
हालत,43,0.00022835293805262738
कहीं,43,0.00022835293805262738
जीवन,43,0.00022835293805262738
रहीम,43,0.00022835293805262738
शानदार,43,0.00022835293805262738
भूमिका,43,0.00022835293805262738
भर,43,0.00022835293805262738
फायदा,43,0.00022835293805262738
चाहता,43,0.00022835293805262738
सजा,43,0.00022835293805262738
लाश,43,0.00022835293805262738
राजपूत,43,0.00022835293805262738
थाना,42,0.00022304240460954304
समारोह,42,0.00022304240460954304
एवं,42,0.00022304240460954304
तभी,42,0.00022304240460954304
राज,42,0.00022304240460954304
पाए,42,0.00022304240460954304
लग,42,0.00022304240460954304
भेज,42,0.00022304240460954304
वीजा,42,0.00022304240460954304
शहीद,42,0.00022304240460954304
मारे,42,0.00022304240460954304
मौजूदा,42,0.00022304240460954304
अकाउंट,41,0.00021773187116645867
बाइक,41,0.00021773187116645867
बनी,41,0.00021773187116645867
बारिश,41,0.00021773187116645867
इतनी,41,0.00021773187116645867
फांसी,40,0.00021242133772337432
अपहरण,40,0.00021242133772337432
कमाई,40,0.00021242133772337432
टुडे,40,0.00021242133772337432
बाबा,40,0.00021242133772337432
अभिषेक,40,0.00021242133772337432
मगर,40,0.00021242133772337432
भाजपा,40,0.00021242133772337432
चुनावी,40,0.00021242133772337432
किरदार,40,0.00021242133772337432
लाने,39,0.00020711080428028995
दीपक,39,0.00020711080428028995
रोक,39,0.00020711080428028995
टिकट,39,0.00020711080428028995
दौरे,39,0.00020711080428028995
दिखाई,39,0.00020711080428028995
खारिज,39,0.00020711080428028995
हालात,39,0.00020711080428028995
आवेदन,39,0.00020711080428028995
ऐलान,39,0.00020711080428028995
दोबारा,39,0.00020711080428028995
बाजार,39,0.00020711080428028995
ममता,39,0.00020711080428028995
लखनऊ,39,0.00020711080428028995
योगी,39,0.00020711080428028995
इंतजार,38,0.0002018002708372056
आखिर,38,0.0002018002708372056
नेशनल,38,0.0002018002708372056
किस,38,0.0002018002708372056
नगर,38,0.0002018002708372056
मेडिकल,38,0.0002018002708372056
आयोजन,38,0.0002018002708372056
कौन,38,0.0002018002708372056
इलाज,38,0.0002018002708372056
जैसी,38,0.0002018002708372056
नोटिस,38,0.0002018002708372056
भारी,38,0.0002018002708372056
बिग,37,0.00019648973739412124
दोषी,37,0.00019648973739412124
द,37,0.00019648973739412124
पाया,37,0.00019648973739412124
शाहिद,37,0.00019648973739412124
केरल,37,0.00019648973739412124
जरूर,37,0.00019648973739412124
सारा,37,0.00019648973739412124
वकील,37,0.00019648973739412124
हमने,37,0.00019648973739412124
बजट,37,0.00019648973739412124
बनाकर,37,0.00019648973739412124
याद,37,0.00019648973739412124
राय,37,0.00019648973739412124
तलाश,37,0.00019648973739412124
जमानत,36,0.0001911792039510369
कैमरा,36,0.0001911792039510369
रहता,36,0.0001911792039510369
कमी,36,0.0001911792039510369
हिरासत,36,0.0001911792039510369
खराब,36,0.0001911792039510369
गैंग,36,0.0001911792039510369
कथित,36,0.0001911792039510369
नीचे,36,0.0001911792039510369
बातें,36,0.0001911792039510369
जवानों,36,0.0001911792039510369
राहत,36,0.0001911792039510369
झारखंड,36,0.0001911792039510369
जनवरी,36,0.0001911792039510369
कमरे,36,0.0001911792039510369
पूजा,36,0.0001911792039510369
बदलाव,36,0.0001911792039510369
तैनात,36,0.0001911792039510369
होनी,36,0.0001911792039510369
जवान,36,0.0001911792039510369
मनमोहन,36,0.0001911792039510369
भगवान,36,0.0001911792039510369
लगाए,35,0.00018586867050795252
इंसान,35,0.00018586867050795252
अंतिम,35,0.00018586867050795252
जेएनयू,35,0.00018586867050795252
सितंबर,35,0.00018586867050795252
चेहरे,35,0.00018586867050795252
करा,35,0.00018586867050795252
इनमें,35,0.00018586867050795252
दिल,35,0.00018586867050795252
खतरा,35,0.00018586867050795252
पहुंचे,35,0.00018586867050795252
जमकर,35,0.00018586867050795252
आता,34,0.00018055813706486818
खून,34,0.00018055813706486818
सारी,34,0.00018055813706486818
हाउस,34,0.00018055813706486818
समझ,34,0.00018055813706486818
जाए,34,0.00018055813706486818
मशहूर,34,0.00018055813706486818
लेते,34,0.00018055813706486818
युवती,34,0.00018055813706486818
असर,34,0.00018055813706486818
मानें,34,0.00018055813706486818
तिवारी,34,0.00018055813706486818
जानते,34,0.00018055813706486818
छोटे,34,0.00018055813706486818
बदमाश,34,0.00018055813706486818
विशेष,34,0.00018055813706486818
मतदान,34,0.00018055813706486818
दिशा,34,0.00018055813706486818
बनाई,34,0.00018055813706486818
खूब,34,0.00018055813706486818
खाने,34,0.00018055813706486818
आसपास,34,0.00018055813706486818
इनके,33,0.0001752476036217838
योग,33,0.0001752476036217838
अवैध,33,0.0001752476036217838
लाल,33,0.0001752476036217838
कोहली,33,0.0001752476036217838
भेजा,33,0.0001752476036217838
विरोधी,33,0.0001752476036217838
बम,33,0.0001752476036217838
पहुंचा,33,0.0001752476036217838
मना,33,0.0001752476036217838
हवाई,33,0.0001752476036217838
माधुरी,33,0.0001752476036217838
शपथ,33,0.0001752476036217838
शरीर,33,0.0001752476036217838
बीते,33,0.0001752476036217838
गिरोह,33,0.0001752476036217838
पारी,33,0.0001752476036217838
पार,33,0.0001752476036217838
होगी,33,0.0001752476036217838
सच,32,0.00016993707017869946
भोपाल,32,0.00016993707017869946
चलाने,32,0.00016993707017869946
माने,32,0.00016993707017869946
बंगाल,32,0.00016993707017869946
परेशान,32,0.00016993707017869946
कामयाब,32,0.00016993707017869946
इलाकों,32,0.00016993707017869946
जिला,32,0.00016993707017869946
मोबाइल,32,0.00016993707017869946
सचिव,32,0.00016993707017869946
विजय,32,0.00016993707017869946
खुश,32,0.00016993707017869946
दूसरा,32,0.00016993707017869946
सदन,32,0.00016993707017869946
मामलों,32,0.00016993707017869946
कंगना,31,0.0001646265367356151
सुशांत,31,0.0001646265367356151
आपकी,31,0.0001646265367356151
लाइफ,31,0.0001646265367356151
करीना,31,0.0001646265367356151
भले,31,0.0001646265367356151
देता,31,0.0001646265367356151
होकर,31,0.0001646265367356151
अशोक,31,0.0001646265367356151
सफल,31,0.0001646265367356151
लतीफ,31,0.0001646265367356151
आपने,31,0.0001646265367356151
एमसीडी,31,0.0001646265367356151
महसूस,31,0.0001646265367356151
बैन,31,0.0001646265367356151
मांगी,31,0.0001646265367356151
लंदन,31,0.0001646265367356151
धारा,30,0.00015931600329253072
हादसे,30,0.00015931600329253072
देखना,30,0.00015931600329253072
रखी,30,0.00015931600329253072
समिति,30,0.00015931600329253072
सलाह,30,0.00015931600329253072
शहरों,30,0.00015931600329253072
किशोर,30,0.00015931600329253072
चुनौती,30,0.00015931600329253072
फरवरी,30,0.00015931600329253072
खरीदने,30,0.00015931600329253072
दिख,30,0.00015931600329253072
आनंद,30,0.00015931600329253072
ओवैसी,30,0.00015931600329253072
एयर,30,0.00015931600329253072
व,30,0.00015931600329253072
नौकरी,30,0.00015931600329253072
अगवा,30,0.00015931600329253072
पैदा,30,0.00015931600329253072
आशंका,30,0.00015931600329253072
गाने,30,0.00015931600329253072
जिसका,29,0.00015400546984944638
शक,29,0.00015400546984944638
खाली,29,0.00015400546984944638
आरोपों,29,0.00015400546984944638
गिर,29,0.00015400546984944638
हिंदू,29,0.00015400546984944638
आपका,29,0.00015400546984944638
इंडियन,29,0.00015400546984944638
देखकर,29,0.00015400546984944638
घोषित,29,0.00015400546984944638
रोकने,29,0.00015400546984944638
विनोद,29,0.00015400546984944638
रख,29,0.00015400546984944638
पोल,29,0.00015400546984944638
आरजेडी,29,0.00015400546984944638
किसान,29,0.00015400546984944638
उठा,29,0.00015400546984944638
सालों,29,0.00015400546984944638
मंजूरी,29,0.00015400546984944638
कल,28,0.000148694936406362
वैसे,28,0.000148694936406362
हार,28,0.000148694936406362
एजेंसी,28,0.000148694936406362
सोने,28,0.000148694936406362
बेहतर,28,0.000148694936406362
थीं,28,0.000148694936406362
नागरिक,28,0.000148694936406362
कटौती,28,0.000148694936406362
नोएडा,28,0.000148694936406362
कमजोर,28,0.000148694936406362
ऊपर,28,0.000148694936406362
नोट,28,0.000148694936406362
संदेश,28,0.000148694936406362
सीटें,28,0.000148694936406362
नेपाल,28,0.000148694936406362
अरविंद,28,0.000148694936406362
जुटी,28,0.000148694936406362
बचाव,28,0.000148694936406362
सिर,28,0.000148694936406362
यदि,28,0.000148694936406362
मानना,28,0.000148694936406362
आयोग,28,0.000148694936406362
बल,28,0.000148694936406362
निकाल,28,0.000148694936406362
भरोसा,28,0.000148694936406362
जिन,28,0.000148694936406362
माहौल,27,0.00014338440296327766
एंड,27,0.00014338440296327766
देवी,27,0.00014338440296327766
मिलते,27,0.00014338440296327766
लालू,27,0.00014338440296327766
सोच,27,0.00014338440296327766
भाग,27,0.00014338440296327766
रितिक,27,0.00014338440296327766
विवेक,27,0.00014338440296327766
जताई,27,0.00014338440296327766
लूट,27,0.00014338440296327766
निजी,27,0.00014338440296327766
आमिर,27,0.00014338440296327766
रुपए,27,0.00014338440296327766
सपा,27,0.00014338440296327766
सफाई,27,0.00014338440296327766
धरने,27,0.00014338440296327766
मतलब,27,0.00014338440296327766
आयोजित,27,0.00014338440296327766
मेरा,27,0.00014338440296327766
अचानक,27,0.00014338440296327766
तारीख,27,0.00014338440296327766
लेना,27,0.00014338440296327766
चाहे,27,0.00014338440296327766
नाराज,27,0.00014338440296327766
एनआईए,27,0.00014338440296327766
मिनट,27,0.00014338440296327766
अगली,27,0.00014338440296327766
घटनाएं,27,0.00014338440296327766
आधारित,27,0.00014338440296327766
असम,27,0.00014338440296327766
बहन,27,0.00014338440296327766
दया,27,0.00014338440296327766
रोड,26,0.0001380738695201933
आकर,26,0.0001380738695201933
बचाने,26,0.0001380738695201933
अनुपम,26,0.0001380738695201933
बहुमत,26,0.0001380738695201933
अपराध,26,0.0001380738695201933
युवराज,26,0.0001380738695201933
बुरा,26,0.0001380738695201933
लिहाजा,26,0.0001380738695201933
जमीन,26,0.0001380738695201933
हमलों,26,0.0001380738695201933
बोले,26,0.0001380738695201933
जानें,26,0.0001380738695201933
जमा,26,0.0001380738695201933
नुकसान,26,0.0001380738695201933
सौ,26,0.0001380738695201933
इतने,26,0.0001380738695201933
कही,26,0.0001380738695201933
तीनों,26,0.0001380738695201933
आवाज,26,0.0001380738695201933
अधिकार,26,0.0001380738695201933
संघ,25,0.00013276333607710895
इतिहास,25,0.00013276333607710895
दायर,25,0.00013276333607710895
भाषण,25,0.00013276333607710895
उसमें,25,0.00013276333607710895
सारे,25,0.00013276333607710895
लगाकर,25,0.00013276333607710895
