trigram,frequency,probability
ैये,15,5.0849181328180614e-05
ेटै,5,1.6949727109393538e-05
ेटऔ,14,4.7459235906301906e-05
ोनक,75,0.0002542459066409031
ेलक,95,0.0003220448150784772
ाता,489,0.001657683311298688
ैफै,1,3.3899454218787076e-06
ेंन,280,0.0009491847181260382
ंनो,6,2.0339672531272246e-05
ाका,724,0.0024543204854401844
ाफै,77,0.0002610257974846605
ेटल,45,0.00015254754398454185
ोगय,193,0.0006542594664225906
िंड,11,3.7289399640665783e-05
ोजफ,3,1.0169836265636123e-05
ेटि,77,0.0002610257974846605
िंग,550,0.0018644699820332892
ंगस,81,0.0002745855791721753
ीमत,99,0.00033560459676599207
ुपय,257,0.0008712159734228279
ेंइ,189,0.0006406996847350757
ंइस,178,0.00060341028509441
ेहर,117,0.0003966236143598088
ीचर,63,0.0002135665615783586
ेमे,1304,0.004420488830129835
ेंव,215,0.0007288382657039222
ंवि,114,0.0003864537780941727
ासी,161,0.0005457812129224719
ीरी,83,0.00028136547001593275
ीजक,101,0.0003423844876097495
ाये,87,0.00029492525170344755
ेनो,37,0.0001254279806095122
ापह,69,0.00023390623410963083
ाडि,16,5.423912675005932e-05
िवा,551,0.001867859927455168
ाइस,167,0.0005661208854537442
ीएल,36,0.00012203803518763347
ीडी,74,0.0002508559612190244
ैऔर,288,0.0009763042815010678
ीतर,352,0.001193260788501305
ेएच,8,2.711956337502966e-05
ालि,249,0.0008440964100477983
िटी,143,0.00048476219532865523
ेटच,5,1.6949727109393538e-05
ारर,127,0.0004305230685785959
ंगो,47,0.00015932743482829928
ीला,100,0.0003389945421878708
ाऔर,602,0.002040747143970982
ेदम,16,5.423912675005932e-05
ेंउ,296,0.0010034238448760975
ंउप,18,6.1019017593816737e-05
ोगी,239,0.0008101969558290111
ेटम,79,0.0002678056883284179
ेसभ,76,0.0002576358520627818
ीफी,11,3.7289399640665783e-05
ौजू,145,0.0004915420861724126
ूदह,26,8.81385809688464e-05
ंबा,123,0.00041696328689108105
ाकी,627,0.0021254957795179496
ीफो,20,6.779890843757415e-05
ाइव,78,0.0002644157429065392
ाइल,143,0.00048476219532865523
ीपल,14,4.7459235906301906e-05
ैसे,316,0.0010712227533136716
ेफी,9,3.0509508796908368e-05
िएस,120,0.0004067934506254449
ादा,408,0.0013830977321265129
ोअप,132,0.00044747279568798943
ेबि,72,0.00024407607037526695
ोफो,38,0.0001288179260313909
ोनस,13,4.40692904844232e-05
ेही,343,0.0011627512797043969
ीनि,161,0.0005457812129224719
िपट,24,8.135869012508898e-05
ेंय,175,0.0005932404488287738
ंयक,3,1.0169836265636123e-05
ीनर,100,0.0003389945421878708
ंपन,164,0.0005559510491881081
ीका,727,0.0024644903217058206
ावा,409,0.0013864876775483916
ियह,79,0.0002678056883284179
ीयब,32,0.00010847825350011864
ेसक,290,0.0009830841723448252
ोनह,52,0.0001762771619376928
ेंम,416,0.0014102172955015424
ंमा,122,0.00041357334146920234
ाइक,129,0.0004373029594223533
ेअल,231,0.0007830773924539815
ावि,264,0.0008949455913759789
ोजक,21,7.118885385945287e-05
ेनए,21,7.118885385945287e-05
ेंज,401,0.0013593681141733619
िंक,30,0.00010169836265636123
ंकम,64,0.00021695650700023729
ोनम,29,9.830841723448253e-05
ेंई,7,2.3729617953150953e-05
ंईम,1,3.3899454218787076e-06
ाभी,210,0.0007118885385945286
ीखा,86,0.0002915353062815689
ासख,11,3.7289399640665783e-05
ालर,27,9.152852639072511e-05
ेगा,297,0.0010068137902979762
ापि,40,0.0001355978168751483
ियर,102,0.0003457744330316282
ैमर,68,0.00023051628868775212
ोटो,77,0.0002610257974846605
ीको,830,0.0028136547001593273
ोबे,53,0.0001796671073595715
िएड,12,4.067934506254449e-05
ूअल,1,3.3899454218787076e-06
ैशल,6,2.0339672531272246e-05
ाइट,143,0.00048476219532865523
ंटक,81,0.0002745855791721753
ीकै,59,0.00020000677989084377
ैपि,14,4.7459235906301906e-05
िसि,40,0.0001355978168751483
ोसे,60,0.00020339672531272246
ेसर,108,0.00036611410556290045
ेंए,304,0.0010305434082511272
ंएक,290,0.0009830841723448252
ालक,501,0.0016983626563612326
ाफी,265,0.0008983355367978576
ोउन,109,0.00036950405098477916
ोगो,544,0.001844130309502017
ंको,1164,0.003945896471066816
ोबह,30,0.00010169836265636123
ुतप,16,5.423912675005932e-05
ंदआ,18,6.1019017593816737e-05
ोवी,16,5.423912675005932e-05
ीडि,346,0.0011729211159700328
ोबन,27,9.152852639072511e-05
ेशौ,3,1.0169836265636123e-05
ौकी,15,5.0849181328180614e-05
ीनह,280,0.0009491847181260382
ेंच,162,0.0005491711583443506
ंचा,171,0.0005796806671412591
ारइ,58,0.00019661683446896505
ेजब,84,0.00028475541543781146
ींव,16,5.423912675005932e-05
ंवी,16,5.423912675005932e-05
ोरे,53,0.0001796671073595715
ोहर,92,0.0003118749788128411
िशा,185,0.000627139903047561
ेआर,187,0.0006339197938913184
ाउं,129,0.0004373029594223533
ंडक,190,0.0006440896301569544
ोयह,63,0.0002135665615783586
ारम,245,0.0008305366283602834
ोनब,6,2.0339672531272246e-05
ीनढ,2,6.779890843757415e-06
ेरे,195,0.000661039357266348
ेते,177,0.0006000203396725313
ेवी,80,0.0002711956337502966
ोकी,33,0.00011186819892199736
ीबह,71,0.00024068612495338826
ुतह,15,5.0849181328180614e-05
ीउम,77,0.0002610257974846605
ोजा,148,0.0005017119224380488
ाती,191,0.0006474795755788331
ेटक,122,0.00041357334146920234
ीबै,51,0.0001728872165158141
ैटर,9,3.0509508796908368e-05
ंटे,147,0.00049832197701617
ेतक,105,0.0003559442692972643
ेटव,23,7.796874470321028e-05
ोलू,8,2.711956337502966e-05
ेमा,449,0.0015220854944235397
ालम,202,0.000684768975219499
ंला,45,0.00015254754398454185
ासक,396,0.0013424183870639683
ीरे,88,0.00029831519712532627
ेगु,91,0.0003084850333909624
ुलर,40,0.0001355978168751483
ायर,308,0.001044103189938642
ेसच,18,6.1019017593816737e-05
ंगभ,18,6.1019017593816737e-05
ीमु,152,0.0005152717041255636
ुमक,21,7.118885385945287e-05
िनह,73,0.00024746601579714566
िनि,72,0.00024407607037526695
ियन,102,0.0003457744330316282
ंजा,321,0.0010881724804230651
ाबम,53,0.0001796671073595715
ेंप,602,0.002040747143970982
ंपं,6,2.0339672531272246e-05
ंजे,27,9.152852639072511e-05
ाकम,54,0.00018305705278145022
िंद,317,0.0010746126987355503
ंदर,170,0.0005762907217193804
ेतौ,69,0.00023390623410963083
ौरप,127,0.0004305230685785959
ीपस,44,0.00014915759856266313
ंदप,22,7.457879928133157e-05
ंवो,37,0.0001254279806095122
ोटफ,6,2.0339672531272246e-05
ीसद,128,0.00043391301400047457
ीबा,412,0.0013966575138140275
ेंत,221,0.0007491779382351945
ंतो,224,0.0007593477745008305
ोआम,7,2.3729617953150953e-05
ीपा,221,0.0007491779382351945
ीवो,37,0.0001254279806095122
ोटम,31,0.00010508830807823994
िलन,161,0.0005457812129224719
ेअन,145,0.0004915420861724126
ुमा,230,0.0007796874470321028
ानह,355,0.0012034306247669412
ांग,820,0.00277975524594054
िलस,79,0.0002678056883284179
ींअ,12,4.067934506254449e-05
ंअक,19,6.440896301569545e-05
ेपी,536,0.0018170107461269874
ीगठ,10,3.3899454218787076e-05
ंधन,114,0.0003864537780941727
िलत,67,0.00022712634326587343
ेदि,280,0.0009491847181260382
िखर,51,0.0001728872165158141
ोटअ,6,2.0339672531272246e-05
ेखा,143,0.00048476219532865523
ातम,59,0.00020000677989084377
ीसं,219,0.000742398047391437
ंभा,160,0.0005423912675005932
ावन,98,0.00033221465134411336
ंडि,256,0.0008678260280009491
ाटु,50,0.0001694972710939354
ुडे,51,0.0001728872165158141
ुपक,13,4.40692904844232e-05
िएए,56,0.00018983694362520763
ाईइ,9,3.0509508796908368e-05
ीओर,168,0.0005695108308756229
ाओप,4,1.355978168751483e-05
ोलक,69,0.00023390623410963083
ुसा,100,0.0003389945421878708
ानप,138,0.00046781246821926166
ेंअ,407,0.0013797077867046341
ाथस,78,0.0002644157429065392
ेसत,10,3.3899454218787076e-05
ाफि,89,0.000301705142547205
िसल,12,4.067934506254449e-05
ीनज,94,0.00031865486965659855
ापं,15,5.0849181328180614e-05
ींप,81,0.0002745855791721753
ंपह,81,0.0002745855791721753
ारप,229,0.0007762975016102241
िधा,335,0.0011356317163293671
ाचु,199,0.0006745991389538629
ुना,496,0.001681412929251839
ावल,57,0.00019322688904708634
ीआम,12,4.067934506254449e-05
ीभी,264,0.0008949455913759789
ीबे,121,0.0004101833960473236
ेहद,80,0.0002711956337502966
िति,161,0.0005457812129224719
िमे,91,0.0003084850333909624
ेंद,762,0.002583138411471575
ंदि,297,0.0010068137902979762
ेओप,6,2.0339672531272246e-05
ोलस,9,3.0509508796908368e-05
िसं,86,0.0002915353062815689
ंबर,284,0.000962744499813553
ेबी,302,0.0010237635174073698
ीचक,47,0.00015932743482829928
िकक,120,0.0004067934506254449
ीटो,65,0.000220346452422116
ोंम,639,0.002166175124580494
ंमे,710,0.0024068612495338824
ेंक,1065,0.003610291874300824
ोंप,339,0.001149191498016882
ंपर,457,0.0015492050577985694
ीतम,45,0.00015254754398454185
ारठ,13,4.40692904844232e-05
ंकर,249,0.0008440964100477983
ीटे,43,0.00014576765314078445
ंजी,138,0.00046781246821926166
ीतस,70,0.00023729617953150954
ैंज,94,0.00031865486965659855
ंजब,42,0.00014237770771890573
िसर,88,0.00029831519712532627
ेंस,950,0.0032204481507847726
ंसत,27,9.152852639072511e-05
ाधा,59,0.00020000677989084377
ोमह,43,0.00014576765314078445
ंमि,118,0.00040001355978168754
ीदि,165,0.0005593409946099868
ंअन,35,0.00011864808976575477
ेंख,107,0.00036272416014102173
ंखा,18,6.1019017593816737e-05
ाते,356,0.00120682057018882
ींक,276,0.0009356249364385233
ीएम,318,0.001078002644157429
ेचे,34,0.00011525814434387606
ातो,188,0.0006373097393131971
ोपं,9,3.0509508796908368e-05
ंमह,49,0.00016610732567205668
ीलो,84,0.00028475541543781146
ोगद,42,0.00014237770771890573
ोबा,186,0.0006305298484694397
ाशस,9,3.0509508796908368e-05
िंह,347,0.0011763110613919115
ंहब,9,3.0509508796908368e-05
ोसी,50,0.0001694972710939354
ेखन,92,0.0003118749788128411
ाचा,392,0.0013288586053764534
ाहत,251,0.0008508763008915557
ोगक,69,0.00023390623410963083
ीपह,125,0.0004237431777348385
ंदअ,3,1.0169836265636123e-05
ंहह,1,3.3899454218787076e-06
ेजर,227,0.0007695176107664666
ीवा,197,0.0006678192481101054
ोगप,20,6.779890843757415e-05
ाबक,75,0.0002542459066409031
ेसी,119,0.0004034035052035662
ेरू,83,0.00028136547001593275
ूपम,76,0.0002576358520627818
ंदे,202,0.000684768975219499
ेता,421,0.001427167022610936
ाभग,1,3.3899454218787076e-06
ंतम,29,9.830841723448253e-05
ोभी,186,0.0006305298484694397
ीजन,47,0.00015932743482829928
ोतस,30,0.00010169836265636123
ंहस,42,0.00014237770771890573
ूको,34,0.00011525814434387606
ोगस,27,9.152852639072511e-05
ीकु,74,0.0002508559612190244
िजद,1,3.3899454218787076e-06
ाएच,2,6.779890843757415e-06
ूलक,53,0.0001796671073595715
िठा,12,4.067934506254449e-05
ाना,728,0.0024678802671276993
ीले,60,0.00020339672531272246
ापा,206,0.0006983287569070137
ींब,121,0.0004101833960473236
ंबन,73,0.00024746601579714566
ीशर,21,7.118885385945287e-05
ावत,55,0.00018644699820332894
ाखं,22,7.457879928133157e-05
ंडम,68,0.00023051628868775212
ारब,150,0.0005084918132818062
ावज,69,0.00023390623410963083
ूदम,9,3.0509508796908368e-05
ीबन,161,0.0005457812129224719
ेसे,634,0.0021492253974711006
ेवं,3,1.0169836265636123e-05
ंचि,20,6.779890843757415e-05
ितर,53,0.0001796671073595715
ाहर,212,0.000718668429438286
ाईस,56,0.00018983694362520763
ेगं,16,5.423912675005932e-05
ंगा,254,0.0008610461371571918
ाआं,27,9.152852639072511e-05
ंदो,133,0.00045086274110986814
ोलन,71,0.00024068612495338826
ुरू,253,0.0008576561917353131
ूकर,120,0.0004067934506254449
ेंग,489,0.001657683311298688
ुखस,18,6.1019017593816737e-05
ंवा,63,0.0002135665615783586
ादद,52,0.0001762771619376928
ातच,79,0.0002678056883284179
ेंर,350,0.0011864808976575476
ेपा,430,0.0014576765314078444
ोका,117,0.0003966236143598088
ाओं,417,0.001413607240923421
ोसम,62,0.00021017661615647988
ीनस,70,0.00023729617953150954
ीहत,85,0.0002881453608596902
ाथह,265,0.0008983355367978576
ीयह,87,0.00029492525170344755
िदे,176,0.0005966303942506525
ेशम,198,0.0006712091935319841
ंपा,153,0.0005186616495474423
ेला,109,0.00036950405098477916
ायक,298,0.001010203735719855
ींह,463,0.0015695447303298417
ंहै,400,0.0013559781687514831
ादज,31,0.00010508830807823994
ोबद,15,5.0849181328180614e-05
ावआ,22,7.457879928133157e-05
ंमु,66,0.00022373639784399471
ाहट,10,3.3899454218787076e-05
ृदय,10,3.3899454218787076e-05
ंगम,54,0.00018305705278145022
ाहू,101,0.0003423844876097495
ैंक,329,0.0011152920437980949
ाएक,158,0.0005356113766568358
ामू,36,0.00012203803518763347
ूली,16,5.423912675005932e-05
ीची,43,0.00014576765314078445
ीजो,101,0.0003423844876097495
िएक,279,0.0009457947727041595
ोमो,36,0.00012203803518763347
ुछस,48,0.00016271738025017796
ीमा,628,0.0021288857249398283
ैंउ,46,0.00015593748940642056
ंउस,94,0.00031865486965659855
ेआग,48,0.00016271738025017796
ेनह,122,0.00041357334146920234
ाथा,1177,0.0039899657615512394
ैंच,15,5.0849181328180614e-05
ूंक,62,0.00021017661615647988
िपा,104,0.0003525543238753856
ीअप,133,0.00045086274110986814
ेऐस,47,0.00015932743482829928
ोंन,1261,0.004274721176989051
ंने,1356,0.004596765992067528
ाही,207,0.0007017187023288925
िलक,231,0.0007830773924539815
ुलस,28,9.491847181260381e-05
ेटद,12,4.067934506254449e-05
ेरा,345,0.001169531170548154
ाअप,94,0.00031865486965659855
ामा,406,0.0013763178412827554
ानन,217,0.0007356181565476796
िमै,53,0.0001796671073595715
ैंप,79,0.0002678056883284179
ोसा,133,0.00045086274110986814
ूहि,16,5.423912675005932e-05
िकस,145,0.0004915420861724126
ंवे,51,0.0001728872165158141
ेदन,77,0.0002610257974846605
ीलत,8,2.711956337502966e-05
ाअव,12,4.067934506254449e-05
ानत,171,0.0005796806671412591
ाजि,227,0.0007695176107664666
ितन,121,0.0004101833960473236
ेउत,64,0.00021695650700023729
ीही,59,0.00020000677989084377
ीहम,129,0.0004373029594223533
िमज,18,6.1019017593816737e-05
ूतह,24,8.135869012508898e-05
ालो,210,0.0007118885385945286
ेजु,133,0.00045086274110986814
ींर,65,0.000220346452422116
ंरह,133,0.00045086274110986814
ेचम,5,1.6949727109393538e-05
िनआ,24,8.135869012508898e-05
िसी,363,0.001230550188141971
ीया,124,0.00042035323231295977
ासं,106,0.000359334214719143
ंगठ,105,0.0003559442692972643
ेनि,240,0.0008135869012508898
ंहो,231,0.0007830773924539815
ैंय,38,0.0001288179260313909
ंया,58,0.00019661683446896505
ोआज,21,7.118885385945287e-05
ीबि,49,0.00016610732567205668
ोगच,4,1.355978168751483e-05
ाहि,450,0.0015254754398454184
िएध,4,1.355978168751483e-05
ातल,17,5.762907217193803e-05
ीयज,36,0.00012203803518763347
ावब,9,3.0509508796908368e-05
ुतआ,7,2.3729617953150953e-05
ीउन,99,0.00033560459676599207
ोएड,36,0.00012203803518763347
ेसन,98,0.00033221465134411336
ेगी,144,0.0004881521407505339
िएर,40,0.0001355978168751483
ामु,119,0.0004034035052035662
िलह,250,0.000847486355469677
ीयद,15,5.0849181328180614e-05
ैंव,28,9.491847181260381e-05
ीयभ,8,2.711956337502966e-05
ीकब,13,4.40692904844232e-05
ेजा,375,0.0012712295332045155
ेखु,82,0.00027797552459405404
ुदक,89,0.000301705142547205
ोइन,29,9.830841723448253e-05
ेदू,85,0.0002881453608596902
ूरक,64,0.00021695650700023729
ेसव,64,0.00021695650700023729
ंगक,343,0.0011627512797043969
ेटी,136,0.00046103257737550423
ीमे,709,0.0024034713041120037
ंसा,261,0.0008847757551103427
ेउठ,20,6.779890843757415e-05
ीअध,41,0.00013898776229702702
ीवी,126,0.0004271331231567172
ीसी,221,0.0007491779382351945
ंयह,90,0.0003050950879690837
ेकह,881,0.0029865419166751417
ुछच,5,1.6949727109393538e-05
ंअप,157,0.0005322214312349571
ंशह,21,7.118885385945287e-05
ंशर,16,5.423912675005932e-05
ीति,194,0.0006576494118444693
ंचल,92,0.0003118749788128411
िसन,342,0.0011593613342825181
ेचा,88,0.00029831519712532627
ेशन,349,0.001183090952235669
ैंस,83,0.00028136547001593275
ंसम,56,0.00018983694362520763
िसो,27,9.152852639072511e-05
ोनि,97,0.00032882470592223464
ाजी,149,0.0005051018678599275
ेसप,74,0.0002508559612190244
ीइस,217,0.0007356181565476796
ोअच,9,3.0509508796908368e-05
ींम,104,0.0003525543238753856
िनभ,23,7.796874470321028e-05
ाजप,129,0.0004373029594223533
ंतु,16,5.423912675005932e-05
ोरह,205,0.000694938811485135
ीफा,69,0.00023390623410963083
ादे,418,0.0014169971863452998
ोइस,137,0.00046442252279738295
ुछन,38,0.0001288179260313909
िनक,160,0.0005423912675005932
ेसय,5,1.6949727109393538e-05
ीहु,112,0.00037967388725041525
ुईन,6,2.0339672531272246e-05
ींद,139,0.0004712024136411404
िखा,270,0.0009152852639072511
ाईद,65,0.000220346452422116
ेनी,53,0.0001796671073595715
ीचा,86,0.0002915353062815689
िहम,64,0.00021695650700023729
ुफै,2,6.779890843757415e-06
ोअब,29,9.830841723448253e-05
ूनक,84,0.00028475541543781146
ेअं,124,0.00042035323231295977
ंतय,15,5.0849181328180614e-05
ाजु,30,0.00010169836265636123
ाईक,411,0.0013932675683921488
ेपह,421,0.001427167022610936
ेहफ,24,8.135869012508898e-05
ंबद,39,0.0001322078714532696
ीना,190,0.0006440896301569544
ेदा,200,0.0006779890843757416
ाथज,22,7.457879928133157e-05
ाआश,10,3.3899454218787076e-05
ूंग,33,0.00011186819892199736
ेहम,63,0.0002135665615783586
ाबच,39,0.0001322078714532696
ांव,218,0.0007390081019695583
ंवब,11,3.7289399640665783e-05
ामद,155,0.0005254415403911998
ंगध,2,6.779890843757415e-06
ोटी,36,0.00012203803518763347
ीजल,35,0.00011864808976575477
ोकह,81,0.0002745855791721753
ेसस,71,0.00024068612495338826
ूंइ,3,1.0169836265636123e-05
ामे,629,0.002132275670361707
ेअच,25,8.47486355469677e-05
ोहो,49,0.00016610732567205668
ोता,199,0.0006745991389538629
ंपू,75,0.0002542459066409031
ूरे,135,0.00045764263195362557
ानि,230,0.0007796874470321028
ालत,170,0.0005762907217193804
ोईन,30,0.00010169836265636123
ादख,10,3.3899454218787076e-05
िएम,93,0.00031526492423471984
ैंअ,29,9.830841723448253e-05
ंअल,15,5.0849181328180614e-05
ोपर,44,0.00014915759856266313
ावर,80,0.0002711956337502966
ागर,90,0.0003050950879690837
ूकक,4,1.355978168751483e-05
ीशह,14,4.7459235906301906e-05
ीटव,11,3.7289399640665783e-05
ेंड,244,0.0008271466829384047
िएद,57,0.00019322688904708634
ीमभ,11,3.7289399640665783e-05
ाकै,43,0.00014576765314078445
ेरव,24,8.135869012508898e-05
ेपर,662,0.0022441438692837046
ालउ,43,0.00014576765314078445
ादि,326,0.0011051222075324587
ाआप,41,0.00013898776229702702
ेकै,55,0.00018644699820332894
ैजब,21,7.118885385945287e-05
ावध,22,7.457879928133157e-05
ेखि,361,0.0012237702972982135
िला,940,0.0031865486965659854
िदि,38,0.0001288179260313909
ीतु,31,0.00010508830807823994
ुलन,74,0.0002508559612190244
ाअल,30,0.00010169836265636123
ायह,72,0.00024407607037526695
ाँप,1,3.3899454218787076e-06
ँपर,1,3.3899454218787076e-06
ेपू,208,0.0007051086477507712
ूरा,97,0.00032882470592223464
ेदे,184,0.0006237499576256823
ीये,44,0.00014915759856266313
ोगा,252,0.0008542662463134344
िवह,155,0.0005254415403911998
ेअस,42,0.00014237770771890573
ौनह,10,3.3899454218787076e-05
ेशह,67,0.00022712634326587343
ीमह,79,0.0002678056883284179
ैले,66,0.00022373639784399471
ेसं,191,0.0006474795755788331
ींथ,57,0.00019322688904708634
