trigram,frequency,probability
आपद,24,0.0006194667423792685
ओंऔ,16,0.0004129778282528457
ईपर,18,0.0004646000567844514
एकर,61,0.0015744779702139742
उखा,3,7.743334279740856e-05
आमच,8,0.00020648891412642284
आसन,3,7.743334279740856e-05
औरभ,64,0.0016519113130113827
इसघ,45,0.0011615001419611284
आलो,30,0.0007743334279740856
एउन,72,0.0018584002271378056
एमस,84,0.0021681335983274397
औरछ,19,0.0004904111710502542
एलो,19,0.0004904111710502542
एकऐ,26,0.0006710889709108742
अमि,99,0.002555300312314483
ईरा,61,0.0015744779702139742
उसी,49,0.0012647445990243398
ईतो,24,0.0006194667423792685
एदृ,1,2.5811114265802855e-05
एतब,3,7.743334279740856e-05
एमम,95,0.002452055855251271
अबम,28,0.0007227111994424799
आएब,9,0.0002323000283922257
एबं,2,5.162222853160571e-05
अंध,10,0.00025811114265802856
आंत,9,0.0002323000283922257
उपभ,3,7.743334279740856e-05
अबक,31,0.0008001445422398885
अगस,42,0.0010840667991637199
एथा,17,0.00043878894251864854
एकच,22,0.0005678445138476628
ओनो,4,0.00010324445706321142
अके,30,0.0007743334279740856
आवा,62,0.001600289084479777
ईहो,34,0.0008775778850372971
ईटी,34,0.0008775778850372971
आइए,14,0.00036135559972123995
इएम,1,2.5811114265802855e-05
एटक,2,5.162222853160571e-05
एगी,100,0.0025811114265802855
इनस,70,0.0018067779986061998
अटक,18,0.0004646000567844514
ईबड,11,0.0002839222569238314
एटी,33,0.0008517667707714942
उनम,18,0.0004646000567844514
एकभ,20,0.0005162222853160571
एउम,7,0.00018067779986061998
एहम,28,0.0007227111994424799
ओजस,1,2.5811114265802855e-05
ईसब,7,0.00018067779986061998
इनअ,7,0.00018067779986061998
अफव,24,0.0006194667423792685
अहम,142,0.0036651782257440054
इनक,149,0.0038458560256046256
अचा,30,0.0007743334279740856
उभा,2,5.162222853160571e-05
औरव,178,0.004594378339312908
एपि,15,0.0003871667139870428
ओरर,4,0.00010324445706321142
आशा,10,0.00025811114265802856
एजन,1,2.5811114265802855e-05
एहर,9,0.0002323000283922257
उबा,3,7.743334279740856e-05
ईहु,10,0.00025811114265802856
अपी,61,0.0015744779702139742
आएं,66,0.0017035335415429883
ईलो,25,0.0006452778566450714
आजस,25,0.0006452778566450714
एपं,4,0.00010324445706321142
एकत,82,0.002116511369795834
उपम,18,0.0004646000567844514
एवं,42,0.0010840667991637199
ईजग,15,0.0003871667139870428
अजय,19,0.0004904111710502542
अनस,4,0.00010324445706321142
ईका,56,0.0014454223988849598
आठव,6,0.00015486668559481711
एना,17,0.00043878894251864854
आदर,20,0.0005162222853160571
ओपन,8,0.00020648891412642284
एयह,34,0.0008775778850372971
ओमर,1,2.5811114265802855e-05
उतक,1,2.5811114265802855e-05
एकओ,14,0.00036135559972123995
ओरअ,1,2.5811114265802855e-05
अपव,2,5.162222853160571e-05
एथे,178,0.004594378339312908
अमृ,10,0.00025811114265802856
ईनज,3,7.743334279740856e-05
आगई,27,0.0006969000851766771
अपो,12,0.00030973337118963423
आतक,28,0.0007227111994424799
आईं,20,0.0005162222853160571
इफक,15,0.0003871667139870428
एसन,11,0.0002839222569238314
एसक,52,0.0013421779418217484
एएस,11,0.0002839222569238314
एसप,67,0.0017293446558087912
औरए,86,0.0022197558268590455
आईज,16,0.0004129778282528457
ईजी,13,0.0003355444854554371
असी,7,0.00018067779986061998
अरु,23,0.0005936556281134657
उडर,7,0.00018067779986061998
अबद,17,0.00043878894251864854
अंग,38,0.0009808223421005084
अखब,18,0.0004646000567844514
इवर,33,0.0008517667707714942
एलर,6,0.00015486668559481711
आजि,13,0.0003355444854554371
एरि,7,0.00018067779986061998
इंक,14,0.00036135559972123995
आकि,13,0.0003355444854554371
उसद,14,0.00036135559972123995
एईय,1,2.5811114265802855e-05
ईया,15,0.0003871667139870428
अरब,14,0.00036135559972123995
अमी,11,0.0002839222569238314
इंद,34,0.0008775778850372971
एईक,3,7.743334279740856e-05
अमे,219,0.005652634024210825
इसय,18,0.0004646000567844514
एयू,9,0.0002323000283922257
एईस,1,2.5811114265802855e-05
ईसर,12,0.00030973337118963423
औरड,49,0.0012647445990243398
एकथ,4,0.00010324445706321142
एईभ,1,2.5811114265802855e-05
ईभी,58,0.0014970446274165656
एशख,3,7.743334279740856e-05
एवे,8,0.00020648891412642284
एमौ,2,5.162222853160571e-05
ईजब,7,0.00018067779986061998
ईकी,103,0.002658544769377694
एमब,16,0.0004129778282528457
उसश,8,0.00020648891412642284
ईजि,17,0.00043878894251864854
आरआ,2,5.162222853160571e-05
आजम,28,0.0007227111994424799
अधी,21,0.0005420333995818599
उपा,47,0.0012131223704927342
उधर,13,0.0003355444854554371
एकज,43,0.0011098779134295228
एयर,100,0.0025811114265802855
एरु,2,5.162222853160571e-05
ओरज,8,0.00020648891412642284
एसा,23,0.0005936556281134657
आथा,77,0.00198745579846682
अदा,102,0.0026327336551118913
अशो,32,0.0008259556565056914
अरो,5,0.00012905557132901428
एसं,10,0.00025811114265802856
आंध,19,0.0004904111710502542
असम,37,0.0009550112278347056
ऊऔर,2,5.162222853160571e-05
ईआत,7,0.00018067779986061998
इलि,4,0.00010324445706321142
अबर,16,0.0004129778282528457
इनर,19,0.0004904111710502542
एबम,4,0.00010324445706321142
इनघ,8,0.00020648891412642284
आरए,24,0.0006194667423792685
एसए,82,0.002116511369795834
एसऔ,3,7.743334279740856e-05
एचप,15,0.0003871667139870428
एसआ,34,0.0008775778850372971
आईस,19,0.0004904111710502542
एदं,2,5.162222853160571e-05
ईगई,56,0.0014454223988849598
उसव,40,0.0010324445706321142
अकर,1,2.5811114265802855e-05
अमज,1,2.5811114265802855e-05
अकी,1,2.5811114265802855e-05
ईहत,3,7.743334279740856e-05
एभे,12,0.00030973337118963423
ईकि,23,0.0005936556281134657
ईसा,31,0.0008001445422398885
आजी,7,0.00018067779986061998
इरश,1,2.5811114265802855e-05
आधि,18,0.0004646000567844514
ईबच,2,5.162222853160571e-05
ईंट,6,0.00015486668559481711
एकआ,54,0.0013938001703533542
एतक,3,7.743334279740856e-05
एदर,2,5.162222853160571e-05
ईदर,4,0.00010324445706321142
एकल,58,0.0014970446274165656
इरा,20,0.0005162222853160571
एबद,10,0.00025811114265802856
इकस,6,0.00015486668559481711
अगव,31,0.0008001445422398885
उपन,17,0.00043878894251864854
आइल,2,5.162222853160571e-05
इलै,1,2.5811114265802855e-05
एफआ,19,0.0004904111710502542
आईआ,34,0.0008775778850372971
ईआर,33,0.0008517667707714942
अरे,8,0.00020648891412642284
ईघट,5,0.00012905557132901428
एकग,34,0.0008775778850372971
ओंन,41,0.001058255684897917
एआर,17,0.00043878894251864854
आगा,22,0.0005678445138476628
ईशु,11,0.0002839222569238314
अधम,1,2.5811114265802855e-05
ईअन,8,0.00020648891412642284
उंग,5,0.00012905557132901428
आपत,12,0.00030973337118963423
इसग,41,0.001058255684897917
एनज,26,0.0006710889709108742
ओका,1,2.5811114265802855e-05
एजर,11,0.0002839222569238314
एति,3,7.743334279740856e-05
ईएं,1,2.5811114265802855e-05
इंग,61,0.0015744779702139742
उसइ,2,5.162222853160571e-05
एसर,31,0.0008001445422398885
एंड,48,0.001238933484758537
ईबै,8,0.00020648891412642284
इंश,13,0.0003355444854554371
आलि,55,0.0014196112846191571
इसआ,30,0.0007743334279740856
एजग,3,7.743334279740856e-05
इकि,11,0.0002839222569238314
ईमि,8,0.00020648891412642284
एजब,4,0.00010324445706321142
आईउ,3,7.743334279740856e-05
ईउन,5,0.00012905557132901428
इंस,117,0.003019900369098934
एदे,19,0.0004904111710502542
इनल,26,0.0006710889709108742
एसभ,12,0.00030973337118963423
एमअ,9,0.0002323000283922257
एसी,29,0.0007485223137082828
उनब,4,0.00010324445706321142
एनि,30,0.0007743334279740856
एमत,8,0.00020648891412642284
औरओ,5,0.00012905557132901428
ओमक,1,2.5811114265802855e-05
उता,53,0.0013679890560875513
एलड,6,0.00015486668559481711
एलप,2,5.162222853160571e-05
एरी,3,7.743334279740856e-05
ईडि,3,7.743334279740856e-05
ऐपस,4,0.00010324445706321142
एपर,24,0.0006194667423792685
ईहम,10,0.00025811114265802856
इति,26,0.0006710889709108742
आसम,7,0.00018067779986061998
ओरझ,2,5.162222853160571e-05
एबे,17,0.00043878894251864854
आइड,9,0.0002323000283922257
इडि,14,0.00036135559972123995
एसस,31,0.0008001445422398885
एउस,25,0.0006452778566450714
उसम,43,0.0011098779134295228
आमक,3,7.743334279740856e-05
असह,8,0.00020648891412642284
एनह,11,0.0002839222569238314
ईचा,3,7.743334279740856e-05
अबय,16,0.0004129778282528457
उपय,7,0.00018067779986061998
एइस,38,0.0009808223421005084
अजम,3,7.743334279740856e-05
औरफ,97,0.002503678083782877
उपग,8,0.00020648891412642284
एपू,17,0.00043878894251864854
इसर,36,0.0009292001135689028
एलव,3,7.743334279740856e-05
एनट,1,2.5811114265802855e-05
औरय,82,0.002116511369795834
एमा,25,0.0006452778566450714
एकघ,13,0.0003355444854554371
आनन,3,7.743334279740856e-05
एपो,3,7.743334279740856e-05
एभि,2,5.162222853160571e-05
एमन,60,0.0015486668559481713
आपह,12,0.00030973337118963423
एंत,11,0.0002839222569238314
ओंभ,2,5.162222853160571e-05
उतर,36,0.0009292001135689028
ऐला,42,0.0010840667991637199
इसए,13,0.0003355444854554371
एजह,2,5.162222853160571e-05
ईशा,18,0.0004646000567844514
इमल,5,0.00012905557132901428
इटच,1,2.5811114265802855e-05
अफे,12,0.00030973337118963423
आंख,30,0.0007743334279740856
अपह,47,0.0012131223704927342
ईअत,5,0.00012905557132901428
अतु,15,0.0003871667139870428
ईदू,10,0.00025811114265802856
उनद,8,0.00020648891412642284
ईकस,2,5.162222853160571e-05
ईमा,21,0.0005420333995818599
आईप,51,0.0013163668275559457
ईपी,53,0.0013679890560875513
आपर,25,0.0006452778566450714
ईंत,3,7.743334279740856e-05
ईबद,9,0.0002323000283922257
उचि,10,0.00025811114265802856
एअह,2,5.162222853160571e-05
एफर,6,0.00015486668559481711
आगए,14,0.00036135559972123995
इमे,4,0.00010324445706321142
एंऔ,13,0.0003355444854554371
आचु,11,0.0002839222569238314
आसा,41,0.001058255684897917
अलइ,1,2.5811114265802855e-05
इफे,4,0.00010324445706321142
इंव,1,2.5811114265802855e-05
इटक,19,0.0004904111710502542
एशु,2,5.162222853160571e-05
उथस,2,5.162222853160571e-05
अवत,8,0.00020648891412642284
अंब,22,0.0005678445138476628
एहु,21,0.0005420333995818599
आटा,3,7.743334279740856e-05
एतो,31,0.0008001445422398885
उथई,3,7.743334279740856e-05
अति,26,0.0006710889709108742
आईट,28,0.0007227111994424799
ओडि,12,0.00030973337118963423
उसन,135,0.0034845004258833856
एमए,37,0.0009550112278347056
आवं,3,7.743334279740856e-05
अनो,9,0.0002323000283922257
एची,5,0.00012905557132901428
आयी,3,7.743334279740856e-05
अवै,33,0.0008517667707714942
इमा,46,0.0011873112562269313
इरफ,13,0.0003355444854554371
ईअप,3,7.743334279740856e-05
एलए,14,0.00036135559972123995
एचइ,1,2.5811114265802855e-05
अबअ,9,0.0002323000283922257
आठस,3,7.743334279740856e-05
ईपू,7,0.00018067779986061998
अबप,25,0.0006452778566450714
एडा,31,0.0008001445422398885
ईनप,1,2.5811114265802855e-05
आरक,40,0.0010324445706321142
एके,39,0.0010066334563663113
एलि,25,0.0006452778566450714
एटर,7,0.00018067779986061998
आरज,36,0.0009292001135689028
ईगा,7,0.00018067779986061998
एआख,2,5.162222853160571e-05
अवस,23,0.0005936556281134657
एसि,15,0.0003871667139870428
ऐति,13,0.0003355444854554371
एरव,7,0.00018067779986061998
आतम,11,0.0002839222569238314
अनि,44,0.0011356890276953257
एकू,1,2.5811114265802855e-05
इकप,16,0.0004129778282528457
एनय,36,0.0009292001135689028
एकछ,23,0.0005936556281134657
ईलड,16,0.0004129778282528457
एगे,1,2.5811114265802855e-05
आपव,3,7.743334279740856e-05
अफज,4,0.00010324445706321142
एशा,11,0.0002839222569238314
एइव,1,2.5811114265802855e-05
इवे,36,0.0009292001135689028
ईअव,2,5.162222853160571e-05
इजर,10,0.00025811114265802856
असफ,8,0.00020648891412642284
एबग,4,0.00010324445706321142
इमस,6,0.00015486668559481711
ईमौ,6,0.00015486668559481711
आशव,4,0.00010324445706321142
एकय,44,0.0011356890276953257
एशव,1,2.5811114265802855e-05
आएद,3,7.743334279740856e-05
आमह,2,5.162222853160571e-05
इनव,11,0.0002839222569238314
ईअह,5,0.00012905557132901428
आतज,1,2.5811114265802855e-05
इटे,7,0.00018067779986061998
एजी,5,0.00012905557132901428
इसच,11,0.0002839222569238314
ईनी,2,5.162222853160571e-05
ओरल,4,0.00010324445706321142
ईआई,12,0.00030973337118963423
ईएम,11,0.0002839222569238314
एमऔ,3,7.743334279740856e-05
इनय,8,0.00020648891412642284
आयो,106,0.0027359781121751026
अजि,4,0.00010324445706321142
एनस,28,0.0007227111994424799
अटै,13,0.0003355444854554371
ईअड,15,0.0003871667139870428
आना,21,0.0005420333995818599
इसन,38,0.0009808223421005084
अने,5,0.00012905557132901428
आऔर,14,0.00036135559972123995
एथी,4,0.00010324445706321142
ईतथ,1,2.5811114265802855e-05
इटर,7,0.00018067779986061998
उपक,9,0.0002323000283922257
एली,3,7.743334279740856e-05
ईसव,2,5.162222853160571e-05
आमल,14,0.00036135559972123995
एसम,10,0.00025811114265802856
एसौ,1,2.5811114265802855e-05
एलू,3,7.743334279740856e-05
एफन,5,0.00012905557132901428
ईदु,6,0.00015486668559481711
इनऔ,2,5.162222853160571e-05
एफक,17,0.00043878894251864854
एंइ,3,7.743334279740856e-05
ईना,7,0.00018067779986061998
इलस,7,0.00018067779986061998
ईइन,7,0.00018067779986061998
इटइ,4,0.00010324445706321142
एसे,14,0.00036135559972123995
इसश,29,0.0007485223137082828
आजक,23,0.0005936556281134657
उसग,3,7.743334279740856e-05
उसड,3,7.743334279740856e-05
ओवर,32,0.0008259556565056914
ईछो,2,5.162222853160571e-05
आपम,11,0.0002839222569238314
ऊदइ,2,5.162222853160571e-05
ऊदऔ,2,5.162222853160571e-05
ऊदक,2,5.162222853160571e-05
आईथ,30,0.0007743334279740856
एफि,6,0.00015486668559481711
आजउ,3,7.743334279740856e-05
एये,20,0.0005162222853160571
उठच,1,2.5811114265802855e-05
एअब,9,0.0002323000283922257
अबब,20,0.0005162222853160571
ऊःस,1,2.5811114265802855e-05
एशन,20,0.0005162222853160571
एवि,35,0.0009033889993030999
आजो,1,2.5811114265802855e-05
उसर,7,0.00018067779986061998
अबज,15,0.0003871667139870428
एबत,10,0.00025811114265802856
आईत,7,0.00018067779986061998
अफस,28,0.0007227111994424799
अबन,16,0.0004129778282528457
ईदी,19,0.0004904111710502542
ओहद,1,2.5811114265802855e-05
अपर,75,0.0019358335699352141
आएथ,23,0.0005936556281134657
एयु,5,0.00012905557132901428
उलट,10,0.00025811114265802856
एलग,7,0.00018067779986061998
इजह,5,0.00012905557132901428
अंस,9,0.0002323000283922257
आगल,11,0.0002839222569238314
एनत,1,2.5811114265802855e-05
एवी,2,5.162222853160571e-05
एअर,6,0.00015486668559481711
एहस,9,0.0002323000283922257
आरच,1,2.5811114265802855e-05
इएब,1,2.5811114265802855e-05
एही,9,0.0002323000283922257
एधृ,1,2.5811114265802855e-05
आरम,12,0.00030973337118963423
उनच,2,5.162222853160571e-05
एचा,10,0.00025811114265802856
उठक,5,0.00012905557132901428
आते,50,0.0012905557132901428
आगय,16,0.0004129778282528457
एवह,13,0.0003355444854554371
अपू,19,0.0004904111710502542
एअं,4,0.00010324445706321142
ईअर,3,7.743334279740856e-05
एनड,25,0.0006452778566450714
ईदो,4,0.00010324445706321142
एपु,14,0.00036135559972123995
इका,6,0.00015486668559481711
आसब,2,5.162222853160571e-05
उदय,5,0.00012905557132901428
आनं,31,0.0008001445422398885
इटल,11,0.0002839222569238314
अपा,3,7.743334279740856e-05
आशि,12,0.00030973337118963423
आली,3,7.743334279740856e-05
इकर,6,0.00015486668559481711
ईहस,1,2.5811114265802855e-05
आमि,28,0.0007227111994424799
इसड,4,0.00010324445706321142
एइट,1,2.5811114265802855e-05
एकए,16,0.0004129778282528457
आमप,2,5.162222853160571e-05
उमे,11,0.0002839222569238314
एटे,4,0.00010324445706321142
इलफ,12,0.00030973337118963423
आका,10,0.00025811114265802856
इनत,14,0.00036135559972123995
इलम,7,0.00018067779986061998
ईतर,12,0.00030973337118963423
इसख,24,0.0006194667423792685
एशि,15,0.0003871667139870428
ईखे,4,0.00010324445706321142
ईओल,1,2.5811114265802855e-05
ओलं,14,0.00036135559972123995
ओसी,15,0.0003871667139870428
एअध,7,0.00018067779986061998
अलफ,2,5.162222853160571e-05
अलस,3,7.743334279740856e-05
आमस,8,0.00020648891412642284
इनख,1,2.5811114265802855e-05
इमो,17,0.00043878894251864854
उसफ,8,0.00020648891412642284
इसअ,42,0.0010840667991637199
ईबे,7,0.00018067779986061998
ईला,6,0.00015486668559481711
अलव,16,0.0004129778282528457
ईमु,21,0.0005420333995818599
आरप,31,0.0008001445422398885
अलर,21,0.0005420333995818599
आईब,12,0.00030973337118963423
ईबी,11,0.0002839222569238314
एंप,11,0.0002839222569238314
इफस,2,5.162222853160571e-05
ईछा,2,5.162222853160571e-05
अटे,5,0.00012905557132901428
ईदौ,5,0.00012905557132901428
एशम,1,2.5811114265802855e-05
एआत,22,0.0005678445138476628
अगु,19,0.0004904111710502542
आईव,4,0.00010324445706321142
आहो,7,0.00018067779986061998
ऐंठ,2,5.162222853160571e-05
अबऐ,2,5.162222853160571e-05
आपउ,22,0.0005678445138476628
आपभ,6,0.00015486668559481711
उदा,13,0.0003355444854554371
एमु,16,0.0004129778282528457
आओह,1,2.5811114265802855e-05
ओहम,1,2.5811114265802855e-05
ओऔर,6,0.00015486668559481711
आपप,15,0.0003871667139870428
आही,2,5.162222853160571e-05
आएज,3,7.743334279740856e-05
इकक,27,0.0006969000851766771
इकम,2,5.162222853160571e-05
ओरक,2,5.162222853160571e-05
अजी,18,0.0004646000567844514
अतं,1,2.5811114265802855e-05
आपा,12,0.00030973337118963423
इमर,29,0.0007485223137082828
उमर,5,0.00012905557132901428
उटश,3,7.743334279740856e-05
अना,11,0.0002839222569238314
ईऐस,9,0.0002323000283922257
ओरप,2,5.162222853160571e-05
आएइ,3,7.743334279740856e-05
एलन,4,0.00010324445706321142
