matra,frequency
ा,0.314536799707067
ि,0.047967777370926404
ी,0.18711094837056022
ु,0.05162943976565361
ू,0.046869278652508235
े,0.21201025265470524
ै,0.0007323324789454412
ो,0.11644086415232516
ौ,0.005492493592090809
ं,0.015012815818381545
ः,0.0
ँ,0.0003661662394727206
ृ,0.001830831197363603
