matra,frequency
ा,0.16875237011755784
ि,0.02427000379218809
ी,0.23132347364429276
ु,0.09347743648084945
ू,0.03280242700037922
े,0.05252180508153204
ै,0.2148274554417899
ो,0.1632536973833902
ौ,0.0013272658323852863
ं,0.005498672734167614
ः,0.0
ँ,0.0024649222601441033
ृ,0.009480470231323474
