matra,frequency
ा,0.5119521912350598
ि,0.06374501992031872
ी,0.08964143426294821
ु,0.17131474103585656
ू,0.00796812749003984
े,0.043824701195219126
ै,0.00398406374501992
ो,0.06573705179282868
ौ,0.0099601593625498
ं,0.03187250996015936
ः,0.0
ँ,0.0
ृ,0.0
