matra,frequency
ा,0.5824074074074074
ि,0.2388888888888889
ी,0.044444444444444446
ु,0.001851851851851852
ू,0.0
े,0.06944444444444445
ै,0.028703703703703703
ो,0.005555555555555556
ौ,0.0
ं,0.004629629629629629
ः,0.0
ँ,0.0
ृ,0.024074074074074074
