vyanjan,frequency
ख,9.375
ढ,6.25
भ,6.25
घ,15.625
ह,6.25
ट,9.375
ल,3.125
स,3.125
ध,9.375
झ,3.125
य,6.25
प,3.125
श,9.375
छ,3.125
क,3.125
ग,3.125
