matra,frequency
ा,0.2850731454710223
ि,0.1018858153885988
ी,0.12510248996677167
ु,0.0435852069218487
ू,0.020454839684115135
े,0.1909549907219609
ै,0.046951193198981576
ो,0.07288654900099253
ौ,0.008803348724809045
ं,0.0919604712380788
ः,0.0003020756915375653
ँ,0.007163509256462262
ृ,0.004876364734820697
