matra,frequency
ी,18.181818181818183
ै,22.727272727272727
ू,18.181818181818183
े,4.545454545454546
ु,9.090909090909092
ो,9.090909090909092
ा,9.090909090909092
ौ,4.545454545454546
ं,4.545454545454546
