matra,frequency,probability
ा,1975.0,0.48147245246221354
ि,333.0,0.08117991223793272
ी,1048.0,0.2554851292052657
ु,2.0,0.00048756704046806434
ू,2.0,0.00048756704046806434
े,672.0,0.16382252559726962
ै,2.0,0.00048756704046806434
ो,62.0,0.015114578254509995
ौ,6.0,0.0014627011214041932
ं,0.0,0.0
ः,0.0,0.0
ँ,0.0,0.0
ृ,0.0,0.0
