matra,frequency,probability
ा,1827.0,0.15216123927708836
ि,2895.0,0.24110935287748814
ी,1865.0,0.1553260597984509
ु,456.0,0.037977846256350464
ू,542.0,0.04514033480469726
े,2738.0,0.22803364703922713
ै,5.0,0.00041642375281086033
ो,1122.0,0.09344549013075706
ौ,469.0,0.0390605480136587
ं,74.0,0.006163071541600733
ः,1.0,8.328475056217206e-05
ँ,0.0,0.0
ृ,13.0,0.0010827017573082369
