matra,frequency
ा,0.21639231824417005
ि,0.18724279835390945
ी,0.16460905349794236
ु,0.03669410150891632
ू,0.002400548696844993
े,0.21742112482853218
ै,0.004458161865569272
ो,0.11488340192043893
ौ,0.03395061728395061
ं,0.003429355281207132
ः,0.0
ँ,0.0
ृ,0.018518518518518514
