matra,frequency
ा,0.2163923182441701
ि,0.18724279835390947
ी,0.1646090534979424
ु,0.036694101508916326
ू,0.0024005486968449933
े,0.21742112482853224
ै,0.004458161865569273
ो,0.11488340192043896
ौ,0.033950617283950615
ं,0.003429355281207133
ः,0.0
ँ,0.0
ृ,0.018518518518518517
