matra,frequency,probability
ा,5905.0,0.2677033275908967
ि,2955.0,0.13396500136005077
ी,4586.0,0.20790642850666424
ु,856.0,0.03880678211986581
ू,795.0,0.03604134554356696
े,3694.0,0.1674675854565237
ै,216.0,0.009792365581648381
ो,2731.0,0.12380995557167468
ौ,20.0,0.0009067005168192946
ं,288.0,0.013056487442197843
ः,2.0,9.067005168192946e-05
ँ,0.0,0.0
ृ,10.0,0.0004533502584096473
