matra,frequency,probability
ा,5583.0,0.23387231903485256
ि,1819.0,0.0761980563002681
ी,2346.0,0.09827412868632708
ु,331.0,0.013865616621983915
ू,165.0,0.00691186327077748
े,12072.0,0.5056970509383378
ै,48.0,0.0020107238605898124
ो,1142.0,0.04783847184986595
ौ,152.0,0.006367292225201072
ं,209.0,0.008755026809651475
ः,3.0,0.00012567024128686327
ँ,0.0,0.0
ृ,2.0,8.378016085790885e-05
