matra,frequency,probability
ा,1471.0,0.3752551020408163
ि,718.0,0.18316326530612245
ी,288.0,0.07346938775510205
ु,524.0,0.1336734693877551
ू,49.0,0.0125
े,326.0,0.08316326530612245
ै,11.0,0.0028061224489795917
ो,421.0,0.10739795918367347
ौ,8.0,0.0020408163265306124
ं,101.0,0.02576530612244898
ः,3.0,0.0007653061224489796
ँ,0.0,0.0
ृ,0.0,0.0
