matra,frequency,probability
ा,1090.0,0.46225614927905007
ि,569.0,0.24130619168787107
ी,340.0,0.1441899915182358
ु,87.0,0.03689567430025445
ू,91.0,0.03859202714164546
े,92.0,0.039016115351993216
ै,2.0,0.0008481764206955047
ो,64.0,0.02714164546225615
ौ,3.0,0.001272264631043257
ं,8.0,0.0033927056827820186
ः,0.0,0.0
ँ,0.0,0.0
ृ,12.0,0.005089058524173028
