matra,frequency,probability
ा,174.0,0.3858093126385809
ि,50.0,0.11086474501108648
ी,112.0,0.24833702882483372
ु,17.0,0.037694013303769404
ू,0.0,0.0
े,50.0,0.11086474501108648
ै,0.0,0.0
ो,48.0,0.10643015521064302
ौ,0.0,0.0
ं,0.0,0.0
ः,0.0,0.0
ँ,0.0,0.0
ृ,0.0,0.0
