matra,frequency,probability
ा,380.0,0.1561216105176664
ि,968.0,0.3976992604765818
ी,438.0,0.1799506984387839
ु,27.0,0.011092851273623664
ू,36.0,0.014790468364831553
े,447.0,0.18364831552999178
ै,2.0,0.0008216926869350862
ो,122.0,0.05012325390304026
ौ,0.0,0.0
ं,12.0,0.0049301561216105174
ः,2.0,0.0008216926869350862
ँ,0.0,0.0
ृ,0.0,0.0
