matra,frequency,probability
ा,163.0,0.2829861111111111
ि,17.0,0.029513888888888888
ी,7.0,0.012152777777777778
ु,84.0,0.14583333333333334
ू,25.0,0.043402777777777776
े,43.0,0.07465277777777778
ै,0.0,0.0
ो,134.0,0.2326388888888889
ौ,0.0,0.0
ं,102.0,0.17708333333333334
ः,0.0,0.0
ँ,0.0,0.0
ृ,1.0,0.001736111111111111
