matra,frequency
ा,0.22929936305732485
ि,0.09177764910248987
ी,0.13781123335263462
ु,0.011580775911986103
ू,0.013028372900984365
े,0.445859872611465
ै,0.0023161551823972205
ो,0.05471916618413434
ौ,0.009264620729588882
ं,0.004342790966994789
ः,0.0
ँ,0.0
ृ,0.0
