matra,frequency,probability
ा,3725.0,0.4252283105022831
ि,959.0,0.10947488584474886
ी,1279.0,0.14600456621004565
ु,432.0,0.049315068493150684
ू,193.0,0.022031963470319636
े,841.0,0.09600456621004566
ै,379.0,0.0432648401826484
ो,381.0,0.04349315068493151
ौ,8.0,0.0009132420091324201
ं,549.0,0.06267123287671234
ः,1.0,0.00011415525114155251
ँ,0.0,0.0
ृ,13.0,0.0014840182648401827
