vyanjan,frequency
क,0.18055555555555555
ख,0.0
ग,0.0
घ,0.0
ङ,0.0
च,0.0
छ,0.0
ज,0.041666666666666664
झ,0.0
ञ,0.0
ट,0.013888888888888888
ठ,0.0
ड,0.0
ढ,0.0
ण,0.041666666666666664
त,0.3055555555555556
थ,0.0
द,0.0
ध,0.0
न,0.1527777777777778
प,0.013888888888888888
फ,0.0
ब,0.0
भ,0.0
म,0.0
य,0.013888888888888888
र,0.041666666666666664
ल,0.0
व,0.013888888888888888
श,0.041666666666666664
ष,0.0
स,0.0
ह,0.1388888888888889
