matra,frequency
ा,0.2044182621502209
ि,0.05949926362297496
ी,0.04094256259204713
ु,0.13343151693667157
ू,0.010309278350515464
े,0.3614138438880707
ै,0.12488954344624448
ो,0.0374079528718704
ौ,0.005301914580265096
ं,0.017378497790868926
ः,0.0
ँ,0.0008836524300441826
ृ,0.004123711340206186
