matra,frequency
ा,0.4027777777777778
ि,0.18055555555555555
ी,0.09722222222222222
ु,0.027777777777777776
ू,0.125
े,0.09722222222222222
ै,0.013888888888888888
ो,0.05555555555555555
ौ,0.0
ं,0.0
ः,0.0
ँ,0.0
ृ,0.0
