matra,frequency,probability
ा,266.0,0.48628884826325414
ि,35.0,0.06398537477148081
ी,125.0,0.22851919561243145
ु,20.0,0.03656307129798903
ू,1.0,0.0018281535648994515
े,52.0,0.09506398537477148
ै,0.0,0.0
ो,29.0,0.05301645338208409
ौ,5.0,0.009140767824497258
ं,14.0,0.025594149908592323
ः,0.0,0.0
ँ,0.0,0.0
ृ,0.0,0.0
