matra,frequency,probability
ा,5861.0,0.406336661120355
ि,1550.0,0.1074597892401553
ी,2110.0,0.14628397115917915
ु,208.0,0.014420410427066
ू,50.0,0.003466444814198558
े,2397.0,0.16618136439267886
ै,232.0,0.01608430393788131
ो,1285.0,0.08908763172490294
ौ,148.0,0.010260676650027731
ं,521.0,0.03612035496394898
ः,2.0,0.00013865779256794233
ँ,0.0,0.0
ृ,60.0,0.004159733777038269
