word,frequency,probability
नाबालिग,42,0.0002144071387367
एवं,42,0.0002144071387367
अकाउंट,41,0.000209302206862
बारिश,41,0.000209302206862
बनी,41,0.000209302206862
बाइक,41,0.000209302206862
इतनी,41,0.000209302206862
टुडे,40,0.0002041972749873
अभिषेक,40,0.0002041972749873
किरदार,40,0.0002041972749873
भाजपा,40,0.0002041972749873
अपहरण,40,0.0002041972749873
मगर,40,0.0002041972749873
बाबा,40,0.0002041972749873
फांसी,40,0.0002041972749873
कमाई,40,0.0002041972749873
चुनावी,40,0.0002041972749873
दौरे,39,0.0001990923431126
रोक,39,0.0001990923431126
दोबारा,39,0.0001990923431126
आवेदन,39,0.0001990923431126
खारिज,39,0.0001990923431126
लखनऊ,39,0.0001990923431126
टिकट,39,0.0001990923431126
दिखाई,39,0.0001990923431126
लाने,39,0.0001990923431126
हालात,39,0.0001990923431126
ममता,39,0.0001990923431126
योगी,39,0.0001990923431126
ऐलान,39,0.0001990923431126
बाजार,39,0.0001990923431126
दीपक,39,0.0001990923431126
भारी,38,0.0001939874112379
किस,38,0.0001939874112379
जैसी,38,0.0001939874112379
नेशनल,38,0.0001939874112379
आखिर,38,0.0001939874112379
मेडिकल,38,0.0001939874112379
नोटिस,38,0.0001939874112379
कौन,38,0.0001939874112379
इलाज,38,0.0001939874112379
नगर,38,0.0001939874112379
इंतजार,38,0.0001939874112379
आयोजन,38,0.0001939874112379
पाया,37,0.0001888824793633
बजट,37,0.0001888824793633
केरल,37,0.0001888824793633
पहुंचने,37,0.0001888824793633
याद,37,0.0001888824793633
जरूर,37,0.0001888824793633
तलाश,37,0.0001888824793633
कारोबार,37,0.0001888824793633
राय,37,0.0001888824793633
किसानों,37,0.0001888824793633
बनाकर,37,0.0001888824793633
द,37,0.0001888824793633
बिग,37,0.0001888824793633
सारा,37,0.0001888824793633
दोषी,37,0.0001888824793633
हमने,37,0.0001888824793633
वकील,37,0.0001888824793633
शाहिद,37,0.0001888824793633
आतंकवादी,37,0.0001888824793633
राहत,36,0.0001837775474886
बदलाव,36,0.0001837775474886
जनवरी,36,0.0001837775474886
होनी,36,0.0001837775474886
कमी,36,0.0001837775474886
नीचे,36,0.0001837775474886
तैनात,36,0.0001837775474886
हिरासत,36,0.0001837775474886
जवान,36,0.0001837775474886
मनमोहन,36,0.0001837775474886
जवानों,36,0.0001837775474886
झारखंड,36,0.0001837775474886
कथित,36,0.0001837775474886
खराब,36,0.0001837775474886
कमरे,36,0.0001837775474886
गैंग,36,0.0001837775474886
पूजा,36,0.0001837775474886
बातें,36,0.0001837775474886
कैमरा,36,0.0001837775474886
भगवान,36,0.0001837775474886
रहता,36,0.0001837775474886
जमानत,36,0.0001837775474886
लगाए,35,0.0001786726156139
अंतिम,35,0.0001786726156139
खतरा,35,0.0001786726156139
जेएनयू,35,0.0001786726156139
सितंबर,35,0.0001786726156139
इंसान,35,0.0001786726156139
करा,35,0.0001786726156139
इनमें,35,0.0001786726156139
पहुंचे,35,0.0001786726156139
चेहरे,35,0.0001786726156139
जमकर,35,0.0001786726156139
दिल,35,0.0001786726156139
खून,34,0.0001735676837392
तिवारी,34,0.0001735676837392
लेते,34,0.0001735676837392
दिशा,34,0.0001735676837392
समझ,34,0.0001735676837392
युवती,34,0.0001735676837392
मानें,34,0.0001735676837392
विशेष,34,0.0001735676837392
हाउस,34,0.0001735676837392
बदमाश,34,0.0001735676837392
छोटे,34,0.0001735676837392
खाने,34,0.0001735676837392
मशहूर,34,0.0001735676837392
आसपास,34,0.0001735676837392
आता,34,0.0001735676837392
जाए,34,0.0001735676837392
असर,34,0.0001735676837392
जानते,34,0.0001735676837392
मतदान,34,0.0001735676837392
सारी,34,0.0001735676837392
खूब,34,0.0001735676837392
बनाई,34,0.0001735676837392
सीसीटीवी,34,0.0001735676837392
पारी,33,0.0001684627518645
शपथ,33,0.0001684627518645
होगी,33,0.0001684627518645
पहुंचा,33,0.0001684627518645
इनके,33,0.0001684627518645
बम,33,0.0001684627518645
अवैध,33,0.0001684627518645
मना,33,0.0001684627518645
बीते,33,0.0001684627518645
भेजा,33,0.0001684627518645
शरीर,33,0.0001684627518645
गिरोह,33,0.0001684627518645
हवाई,33,0.0001684627518645
माधुरी,33,0.0001684627518645
पार,33,0.0001684627518645
योग,33,0.0001684627518645
कोहली,33,0.0001684627518645
नामांकन,33,0.0001684627518645
विरोधी,33,0.0001684627518645
लाल,33,0.0001684627518645
बंगाल,32,0.0001633578199898
विजय,32,0.0001633578199898
जिला,32,0.0001633578199898
परेशान,32,0.0001633578199898
नोटबंदी,32,0.0001633578199898
मोबाइल,32,0.0001633578199898
आतंकवाद,32,0.0001633578199898
बेहतरीन,32,0.0001633578199898
कामयाब,32,0.0001633578199898
मामलों,32,0.0001633578199898
माने,32,0.0001633578199898
भोपाल,32,0.0001633578199898
दूसरा,32,0.0001633578199898
खुश,32,0.0001633578199898
चलाने,32,0.0001633578199898
इलाकों,32,0.0001633578199898
सदन,32,0.0001633578199898
सच,32,0.0001633578199898
सचिव,32,0.0001633578199898
भले,31,0.0001582528881152
लतीफ,31,0.0001582528881152
होकर,31,0.0001582528881152
करीना,31,0.0001582528881152
लाइफ,31,0.0001582528881152
देता,31,0.0001582528881152
आपने,31,0.0001582528881152
अशोक,31,0.0001582528881152
आपकी,31,0.0001582528881152
सुशांत,31,0.0001582528881152
बैन,31,0.0001582528881152
एमसीडी,31,0.0001582528881152
कंगना,31,0.0001582528881152
मांगी,31,0.0001582528881152
किलोमीटर,31,0.0001582528881152
सफल,31,0.0001582528881152
शिवसेना,31,0.0001582528881152
महसूस,31,0.0001582528881152
लंदन,31,0.0001582528881152
गाने,30,0.0001531479562405
अगवा,30,0.0001531479562405
हादसे,30,0.0001531479562405
खरीदने,30,0.0001531479562405
दिख,30,0.0001531479562405
आनंद,30,0.0001531479562405
व,30,0.0001531479562405
शहरों,30,0.0001531479562405
किशोर,30,0.0001531479562405
संबोधित,30,0.0001531479562405
रखी,30,0.0001531479562405
समिति,30,0.0001531479562405
धारा,30,0.0001531479562405
आशंका,30,0.0001531479562405
मुकाबले,30,0.0001531479562405
दोषियों,30,0.0001531479562405
ओवैसी,30,0.0001531479562405
नौकरी,30,0.0001531479562405
एयर,30,0.0001531479562405
फरवरी,30,0.0001531479562405
पैदा,30,0.0001531479562405
सलाह,30,0.0001531479562405
देखना,30,0.0001531479562405
चुनौती,30,0.0001531479562405
विनोद,29,0.0001480430243658
रख,29,0.0001480430243658
आपका,29,0.0001480430243658
घोषित,29,0.0001480430243658
इंडियन,29,0.0001480430243658
सालों,29,0.0001480430243658
आरजेडी,29,0.0001480430243658
हिंदू,29,0.0001480430243658
किसान,29,0.0001480430243658
खुदकुशी,29,0.0001480430243658
देखकर,29,0.0001480430243658
रोकने,29,0.0001480430243658
उठा,29,0.0001480430243658
मंजूरी,29,0.0001480430243658
शक,29,0.0001480430243658
खाली,29,0.0001480430243658
जिसका,29,0.0001480430243658
गिर,29,0.0001480430243658
पोल,29,0.0001480430243658
आरोपों,29,0.0001480430243658
नोट,28,0.0001429380924911
सिर,28,0.0001429380924911
थीं,28,0.0001429380924911
कल,28,0.0001429380924911
सोने,28,0.0001429380924911
कमजोर,28,0.0001429380924911
एजेंसी,28,0.0001429380924911
अरविंद,28,0.0001429380924911
संदेश,28,0.0001429380924911
मानना,28,0.0001429380924911
भरोसा,28,0.0001429380924911
नागरिक,28,0.0001429380924911
ऊपर,28,0.0001429380924911
निकाल,28,0.0001429380924911
जुटी,28,0.0001429380924911
बल,28,0.0001429380924911
सीटें,28,0.0001429380924911
अभिनेता,28,0.0001429380924911
हार,28,0.0001429380924911
नेपाल,28,0.0001429380924911
बेहतर,28,0.0001429380924911
नोएडा,28,0.0001429380924911
बचाव,28,0.0001429380924911
वैसे,28,0.0001429380924911
यदि,28,0.0001429380924911
आयोग,28,0.0001429380924911
जिन,28,0.0001429380924911
कटौती,28,0.0001429380924911
चुनावों,27,0.0001378331606164
आखिरकार,27,0.0001378331606164
माहौल,27,0.0001378331606164
घटनाएं,27,0.0001378331606164
भाग,27,0.0001378331606164
असम,27,0.0001378331606164
जताई,27,0.0001378331606164
एंड,27,0.0001378331606164
नाराज,27,0.0001378331606164
सफाई,27,0.0001378331606164
सपा,27,0.0001378331606164
आयोजित,27,0.0001378331606164
निजी,27,0.0001378331606164
लूट,27,0.0001378331606164
लेना,27,0.0001378331606164
विवेक,27,0.0001378331606164
रितिक,27,0.0001378331606164
धरने,27,0.0001378331606164
देवी,27,0.0001378331606164
आमिर,27,0.0001378331606164
रुपए,27,0.0001378331606164
मतलब,27,0.0001378331606164
मेरा,27,0.0001378331606164
एनआईए,27,0.0001378331606164
मिनट,27,0.0001378331606164
अचानक,27,0.0001378331606164
चाहे,27,0.0001378331606164
दया,27,0.0001378331606164
लालू,27,0.0001378331606164
मिलते,27,0.0001378331606164
तारीख,27,0.0001378331606164
आधारित,27,0.0001378331606164
बहन,27,0.0001378331606164
सोच,27,0.0001378331606164
अगली,27,0.0001378331606164
कही,26,0.0001327282287417
आवाज,26,0.0001327282287417
इतने,26,0.0001327282287417
अपराध,26,0.0001327282287417
जमीन,26,0.0001327282287417
रोड,26,0.0001327282287417
सैनिकों,26,0.0001327282287417
जानें,26,0.0001327282287417
आकर,26,0.0001327282287417
अधिकार,26,0.0001327282287417
जमा,26,0.0001327282287417
बोले,26,0.0001327282287417
बहुमत,26,0.0001327282287417
बचाने,26,0.0001327282287417
युवराज,26,0.0001327282287417
हमलों,26,0.0001327282287417
तीनों,26,0.0001327282287417
सौ,26,0.0001327282287417
बुरा,26,0.0001327282287417
नुकसान,26,0.0001327282287417
अनुपम,26,0.0001327282287417
लिहाजा,26,0.0001327282287417
जंग,25,0.0001276232968671
युवा,25,0.0001276232968671
दोपहर,25,0.0001276232968671
निंदा,25,0.0001276232968671
संग,25,0.0001276232968671
रुख,25,0.0001276232968671
शायद,25,0.0001276232968671
वाहन,25,0.0001276232968671
