matra,frequency
ा,0.40963855421686746
ि,0.10602409638554217
ी,0.0891566265060241
ु,0.09879518072289156
ू,0.033734939759036145
े,0.12048192771084337
ै,0.0024096385542168677
ो,0.07951807228915662
ौ,0.03614457831325301
ं,0.024096385542168676
ः,0.0
ँ,0.0
ृ,0.0
