matra,frequency
ा,0.5256410256410257
ि,0.16666666666666666
ी,0.11538461538461539
ु,0.038461538461538464
ू,0.0
े,0.0641025641025641
ै,0.01282051282051282
ो,0.07692307692307693
ौ,0.0
ं,0.0
ः,0.0
ँ,0.0
ृ,0.0
