matra,frequency
ा,0.4838709677419355
ि,0.1252371916508539
ी,0.13851992409867173
ु,0.010120177103099304
ू,0.038583175205566096
े,0.05060088551549652
ै,0.025932953826691967
ो,0.12017710309930424
ौ,0.0031625553447185324
ं,0.003795066413662239
ः,0.0
ँ,0.0
ृ,0.0
