matra,frequency,probability
ा,5109.0,0.48421950526016494
ि,2484.0,0.23542792152402617
ी,995.0,0.09430385745426974
ु,148.0,0.014027106435408967
ू,2.0,0.00018955549237039144
े,848.0,0.08037152876504597
ै,242.0,0.022936214576817365
ो,537.0,0.0508956497014501
ौ,0.0,0.0
ं,172.0,0.016301772343853663
ः,1.0,9.477774618519572e-05
ँ,0.0,0.0
ृ,13.0,0.0012321107004075443
