matra,frequency,probability
ा,1705.0,0.3061590949901239
ि,279.0,0.05009876099838391
ी,3077.0,0.5525228945950799
ु,51.0,0.009157838031962651
ू,142.0,0.025498294128209732
े,209.0,0.03752917938588615
ै,7.0,0.0012569581612497755
ो,73.0,0.013108277967319087
ौ,7.0,0.0012569581612497755
ं,19.0,0.003411743580535105
ः,0.0,0.0
ँ,0.0,0.0
ृ,0.0,0.0
