matra,frequency
ा,0.203778677462888
ि,0.053643724696356275
ी,0.1508097165991903
ु,0.06983805668016195
ू,0.020917678812415654
े,0.42139001349527666
ै,0.005060728744939271
ो,0.033738191632928474
ौ,0.008097165991902834
ं,0.0310391363022942
ः,0.0
ँ,0.0016869095816464238
ृ,0.0
