vyanjan,frequency
क,0.15584415584415584
ख,0.0
ग,0.0
घ,0.0
ङ,0.0
च,0.0
छ,0.0
ज,0.012987012987012988
झ,0.0
ञ,0.0
ट,0.03896103896103896
ठ,0.0
ड,0.0
ढ,0.0
ण,0.0
त,0.03896103896103896
थ,0.0
द,0.0
ध,0.0
न,0.2727272727272727
प,0.0
फ,0.0
ब,0.05194805194805195
भ,0.0
म,0.0
य,0.0
र,0.19480519480519481
ल,0.19480519480519481
व,0.025974025974025976
श,0.0
ष,0.0
स,0.012987012987012988
ह,0.0
