matra,frequency
ा,0.35172413793103446
ि,0.14482758620689656
ी,0.1724137931034483
ु,0.020689655172413793
ू,0.04827586206896552
े,0.1724137931034483
ै,0.020689655172413793
ो,0.06896551724137931
ौ,0.0
ं,0.0
ः,0.0
ँ,0.0
ृ,0.0
