matra,frequency
ा,0.2795275590551181
ि,0.015748031496062992
ी,0.5885826771653543
ु,0.005905511811023622
ू,0.03641732283464567
े,0.027559055118110236
ै,0.006889763779527559
ो,0.031496062992125984
ौ,0.004921259842519685
ं,0.002952755905511811
ः,0.0
ँ,0.0
ृ,0.0
