vyanjan,frequency
क,0.06451612903225806
ख,0.0
ग,0.24193548387096775
घ,0.0
ङ,0.0
च,0.0
छ,0.0
ज,0.0
झ,0.0
ञ,0.0
ट,0.016129032258064516
ठ,0.0
ड,0.0
ढ,0.0
ण,0.0
त,0.0
थ,0.0
द,0.0
ध,0.0
न,0.0
प,0.0
फ,0.0
ब,0.0
भ,0.0
म,0.0
य,0.08064516129032258
र,0.3387096774193548
ल,0.14516129032258066
व,0.11290322580645161
श,0.0
ष,0.0
स,0.0
ह,0.0
