matra,frequency
ा,0.125
ि,0.125
ी,0.041666666666666664
ु,0.0
ू,0.08333333333333333
े,0.3333333333333333
ै,0.041666666666666664
ो,0.08333333333333333
ौ,0.08333333333333333
ं,0.08333333333333333
ः,0.0
ँ,0.0
ृ,0.0
