vyanjan,frequency
क,0.0
ख,0.0
ग,0.09375
घ,0.03125
ङ,0.0
च,0.0
छ,0.03125
ज,0.03125
झ,0.0
ञ,0.09375
ट,0.0
ठ,0.0
ड,0.03125
ढ,0.0
ण,0.03125
त,0.0
थ,0.09375
द,0.0
ध,0.03125
न,0.0625
प,0.0
फ,0.0
ब,0.15625
भ,0.0
म,0.0
य,0.0
र,0.0625
ल,0.0
व,0.0625
श,0.0
ष,0.09375
स,0.0625
ह,0.03125
