vyanjan,frequency
क,0.016666666666666666
ख,0.0
ग,0.0
घ,0.0
ङ,0.0
च,0.0
छ,0.0
ज,0.0
झ,0.0
ञ,0.0
ट,0.016666666666666666
ठ,0.0
ड,0.016666666666666666
ढ,0.0
ण,0.0
त,0.21666666666666667
थ,0.0
द,0.0
ध,0.0
न,0.16666666666666666
प,0.05
फ,0.0
ब,0.0
भ,0.0
म,0.03333333333333333
य,0.0
र,0.0
ल,0.4166666666666667
व,0.06666666666666667
श,0.0
ष,0.0
स,0.0
ह,0.0
