matra,frequency
ा,0.30701754385964913
ि,0.017543859649122806
ी,0.03508771929824561
ु,0.05263157894736842
ू,0.03508771929824561
े,0.2543859649122807
ै,0.0
ो,0.2982456140350877
ौ,0.0
ं,0.0
ः,0.0
ँ,0.0
ृ,0.0
