matra,frequency
ा,0.2705274605764002
ि,0.061174551386623165
ी,0.19630233822729745
ु,0.08673191952147906
ू,0.006797172376291463
े,0.17672648178357803
ै,0.005437737901033171
ो,0.19059271343121262
ौ,0.0019032082653616096
ं,0.0019032082653616096
ः,0.000543773790103317
ँ,0.0
ृ,0.0013594344752582926
