matra,frequency,probability
ा,4540.0,0.2500550782110597
ि,4023.0,0.22157964309319234
ी,2498.0,0.13758537122714254
ु,89.0,0.004901960784313725
ू,225.0,0.012392597488433575
े,4737.0,0.26090548578982153
ै,178.0,0.00980392156862745
ो,1607.0,0.08851068517294558
ौ,74.0,0.0040757876184181535
ं,184.0,0.01013439083498568
ः,0.0,0.0
ँ,0.0,0.0
ृ,1.0,5.507821105970478e-05
