vyanjan,frequency
क,0.07142857142857142
ख,0.0
ग,0.023809523809523808
घ,0.0
ङ,0.0
च,0.0
छ,0.0
ज,0.0
झ,0.0
ञ,0.0
ट,0.0
ठ,0.0
ड,0.07142857142857142
ढ,0.0
ण,0.0
त,0.023809523809523808
थ,0.0
द,0.0
ध,0.0
न,0.21428571428571427
प,0.0
फ,0.0
ब,0.0
भ,0.0
म,0.0
य,0.0
र,0.5714285714285714
ल,0.0
व,0.0
श,0.023809523809523808
ष,0.0
स,0.0
ह,0.0
