matra,frequency
ा,0.2611683848797251
ि,0.16494845360824742
ी,0.15463917525773196
ु,0.07216494845360824
ू,0.06529209621993128
े,0.1718213058419244
ै,0.020618556701030927
ो,0.06872852233676977
ौ,0.006872852233676976
ं,0.010309278350515464
ः,0.0
ँ,0.0
ृ,0.003436426116838488
