matra,frequency
ा,1.0
ि,0.0
ी,0.0
ु,0.0
ू,0.0
े,0.0
ै,0.0
ो,0.0
ौ,0.0
ं,0.0
ः,0.0
ँ,0.0
ृ,0.0
