matra,frequency,probability
ा,647.0,0.1508158508158508
ि,629.0,0.14662004662004663
ी,1553.0,0.362004662004662
ु,70.0,0.016317016317016316
ू,127.0,0.029603729603729603
े,861.0,0.2006993006993007
ै,82.0,0.019114219114219115
ो,279.0,0.06503496503496503
ौ,28.0,0.006526806526806527
ं,13.0,0.0030303030303030303
ः,1.0,0.0002331002331002331
ँ,0.0,0.0
ृ,0.0,0.0
