matra,frequency
ा,0.5969773299748111
ि,0.002938706968933669
ी,0.07598656591099916
ु,0.007556675062972292
ू,0.0008396305625524769
े,0.16750629722921914
ै,0.0
ो,0.13056255247691015
ौ,0.0012594458438287153
ं,0.014273719563392108
ः,0.0
ँ,0.0020990764063811922
ृ,0.0
