matra,frequency,probability
ा,470.0,0.1423810966373826
ि,1284.0,0.3889730384731899
ी,453.0,0.13723114207815815
ु,32.0,0.00969403211148137
ू,53.0,0.016055740684641016
े,268.0,0.08118751893365647
ै,368.0,0.11148136928203575
ो,274.0,0.08300514995455922
ौ,24.0,0.007270524083611027
ं,75.0,0.02272038776128446
ः,0.0,0.0
ँ,0.0,0.0
ृ,0.0,0.0
