matra,frequency
ा,0.42722265932336745
ि,0.013375295043273014
ी,0.3139260424862313
ु,0.016522423288749016
ू,0.0007867820613690008
े,0.19276160503540518
ै,0.0015735641227380016
ो,0.03383162863886703
ौ,0.0
ं,0.0
ः,0.0
ँ,0.0
ृ,0.0
