matra,frequency
ा,0.2608695652173913
ि,0.13043478260869565
ी,0.08695652173913043
ु,0.0
ू,0.043478260869565216
े,0.21739130434782608
ै,0.0
ो,0.13043478260869565
ौ,0.021739130434782608
ं,0.10869565217391304
ः,0.0
ँ,0.0
ृ,0.0
