matra,frequency
ा,0.2565905096660808
ि,0.16739894551845344
ी,0.1265377855887522
ु,0.007029876977152899
ू,0.04525483304042179
े,0.2719683655536028
ै,0.0013181019332161687
ो,0.1023725834797891
ौ,0.013620386643233744
ं,0.007469244288224956
ः,0.0
ँ,0.0004393673110720562
ृ,0.0
